path_or_item,kind,classification,reason_ru,depends_on_borehole75,reuse_plan
10_physics_evidence/physical_evidence_v1/scripts/build_inventory.py,script,REUSABLE_GENERIC,Инвентарь корпуса с SHA-256.,N,Reference.
10_physics_evidence/physical_evidence_v1/scripts/build_graph.py,script,REUSABLE_GENERIC,Граф SOURCE→…→PW_COMPONENT.,N,Переписать конечные узлы на WorldSpec.
10_physics_evidence/physical_evidence_v1/scripts/build_manifest.py,script,REUSABLE_GENERIC,Манифест хешей.,N,Reference.
10_physics_evidence/physical_evidence_v1/scripts/validate_physical_evidence.py,script,REBUILD,"Валидатор V01–V28: V01–V11, V15, V17, V21, V22, V24 — общие правила evidence; V12–V14, V16, V18, V23, V25–V28 — правила 2D PW/OGS (статус DRAFT_NOT_FROZEN, неизменяемость CASE 00–11, интегральные входы, локи гейтов).",N,Выделить общие правила в валидатор evidence layer WorldSpec; PW/OGS-правила оставить только для замороженного legacy-пакета.
10_physics_evidence/physical_evidence_v1/tests/test_validation_rules.py,test,KEEP_AS_REGRESSION,"Тесты правил evidence (LEGACY_RETIRED, SITE_SPECIFIC, OCR-only, SI, TEACHING_EXAMPLE, MODEL_SPECIFIC и др.) + часть тестов PW/OGS-правил.",N,Общие тесты перенести в tests/world/ как регрессию правил evidence layer; PW-специфичные оставить в legacy-пакете.
10_physics_evidence/physical_evidence_v1/tests/test_equivalent_layer.py,test,KEEP_AS_REGRESSION,"Тесты замкнутых формул правил эквивалентного слоя R1/R2/R3a/R3b (1D-closure identity, пределы φ_yy); один тест сверяет с интегральным входом v1 (скв.75).",N,Формульные тесты сохранить для будущего process-model адаптера; тест сверки с входом v1 — только legacy.
10_physics_evidence/physical_evidence_v1/tests/test_representation_gate.py,test,USEFUL_VERIFICATION,"Тесты ортотропного слоя (OGS-конвенция S_ij=−ν_ij/E_i), unit-cell сетки и правил V19/V27/V28 гейтов.",N,Тесты ортотропной конвенции и unit-cell сохранить как регрессию адаптера; тесты локов гейтов — legacy.
10_physics_evidence/physical_evidence_v1/review/adversarial_report.md,review_doc,REUSABLE_GENERIC,"H-1 adversarial review (ADV-001…046): атрибуция скважин к полю/целику, профиль №1=СКРУ-2, колонка скв.75, блок 6 не на разрезе.",N,Перенести как аудит; выводы по атрибуции скважин — в borehole-записи.
10_physics_evidence/physical_evidence_v1/review/adversarial_report_H2.md,review_doc,REUSABLE_GENERIC,"H-2 (ADV2-001…033), в т.ч. ADV2-017: правило 'nearest to median' ≠ медоид (медоид = скв.23).",Y,Перенести как аудит; ADV2-017 — довод против любой 'типовой скважины'.
10_physics_evidence/physical_evidence_v1/review/adversarial_review_h3.csv,review_doc,REUSABLE_GENERIC,"H-3 (ADV3-001…040): 2 CRITICAL, 10 MAJOR; блокеры заморозки PW v1 (RD-025, семейства по пластам, модуль массива), ADV3-013 (EV-RMR-1184/1185 — карьер), ADV3-028 (незакрытые дефекты claims).",Y,Перенести; ADV3-028 — обязательный пакет исправлений в новом evidence layer.
10_physics_evidence/physical_evidence_v1/review/adversarial_review_h3_RU.md,review_doc,REUSABLE_GENERIC,Текст H-3 на русском.,Y,Перенести вместе с CSV.
10_physics_evidence/physical_evidence_v1/review/adversarial_representation_case18.csv,review_doc,USEFUL_VERIFICATION,"Независимый обзор представления REP-001…039 (гейты 1/2, масса руды REP-001, недостижимый критерий REP-002, масштаб REP-029, наклон REP-031).",Y,"Уроки о дизайне численных гейтов (фиксировать критерии до прогонов, like-for-like масса) — в протокол будущих process-model проверок."
10_physics_evidence/physical_evidence_v1/review/adversarial_representation_case18.md,review_doc,USEFUL_VERIFICATION,Текст независимого обзора представления.,Y,Как выше.
10_physics_evidence/physical_evidence_v1/review/engineering_rules_pass3_RU.md,review_doc,REUSABLE_GENERIC,"Разбор инженерных правил pass 3 (Нестерова, Токсаров–Костин, Уралкалий 1999).",N,Перенести.
10_physics_evidence/physical_evidence_v1/review/evidence_delta_map.md,review_doc,REUSABLE_GENERIC,"Карта дельты pass 4: 299 новых записей VKM-SRC-029…041, 67 исправлений.",N,Перенести как описание происхождения записей pass 4.
10_physics_evidence/physical_evidence_v1/review/formulation_note_pass4.md,review_doc,USEFUL_VERIFICATION,Вывод: legacy weak superposition неявно задаёт λ=ν/(1−ν) и связывает ν/λ/высвобождение; explicit_release их развязывает.,N,"Урок для process-model адаптеров: не связывать ν, K0 и долю высвобождения одной ручкой."
10_physics_evidence/physical_evidence_v1/review/integration_state_before.md,review_doc,LEGACY_ONLY,Состояние перед интеграцией pass 4.,N,История.
10_physics_evidence/physical_evidence_v1/review/pass4_final_report_RU.md,review_doc,LEGACY_ONLY,"Итоговый отчёт pass 4: вердикт PW v1 = REVIEW_REQUIRED, 3 блокера (RD-025, семейства по пластам, модуль массива); таблицы CASE 08–22.",Y,Хранить как финальное состояние legacy; разделы K (открытые неопределённости) и M (решения пользователя) — вход раздела 5 этого отчёта.
10_physics_evidence/physical_evidence_v1/review/pass4_findings_triage.csv,review_doc,REUSABLE_GENERIC,"Сводный триаж 79 находок: 39 RESOLVED, 29 OPEN_NONBLOCKING, 11 OPEN_BLOCKING.",Y,Перенести открытые пункты с новой оценкой актуальности после reset (раздел 5 отчёта).
10_physics_evidence/physical_evidence_v1/review/provenance_report.md,review_doc,REUSABLE_GENERIC,Отчёт независимой проверки происхождения (роль I).,N,Перенести.
10_physics_evidence/physical_evidence_v1/review/provenance_targets.csv,review_doc,REUSABLE_GENERIC,Цели проверки происхождения.,N,Перенести; непроверенные цели — в очередь sweep.
10_physics_evidence/physical_evidence_v1/review/recompute_dependency_map.csv,review_doc,USEFUL_VERIFICATION,148 строк: что пересчитывать при изменении входа (граф зависимостей pass 4).,Y,Идея dependency-map нужна WorldSpec (инвалидация производных при исправлении evidence); содержание 2D.
10_physics_evidence/physical_evidence_v1/review/recompute_dependency_map_README.md,review_doc,USEFUL_VERIFICATION,Пояснение к карте пересчёта.,Y,Как выше.
10_physics_evidence/physical_evidence_v1/review/package_snapshot_1037UTC_sha256.txt,review_doc,LEGACY_ONLY,Хеши снимка пакета.,N,История.
10_physics_evidence/physical_evidence_v1/review/img/,review_doc,REUSABLE_GENERIC,"13 кропов страниц для визуальных проверок (рис. 1.1, табл. 3.1 и др.).",N,Сохранить; ссылаться из visual_check.
10_physics_evidence/physical_evidence_v1/review/orchestrator_checks/errata_frozen_inputs_and_snapshots.md,review_doc,REUSABLE_GENERIC,"Errata к замороженным входам/снимкам (B7/B8 медоид≠, B13 F1 база, K4–K6 блок 6, F1/F2 сдвиг основания, F5 артефакт, L7/L9 0.07 не физика, RD-026).",Y,Перенести в carry-forward (errata имеют приоритет при чтении legacy-файлов).
10_physics_evidence/physical_evidence_v1/review/orchestrator_checks/case18_orientation_gate.md,review_doc,USEFUL_VERIFICATION,Два 2D-сокращения одной 3D-раскладки камер (∥ и ⟂ камерам) не взаимозаменяемы.,Y,Аргумент за 3D-мир: ориентация камер — атрибут geometry WorldSpec.
