row_id,catalog,category,subcategory,item,value_as_printed,unit,site_attribution,scope,spatial_level,depth_or_unit_context,time_context,status,evidence_type,scale,skru1_transfer,evidence_strength,confidence,relevance_normal_skru1,relevance_accident_scenario,worldspec_role,source_ids,locator,vn_ids,prev_evidence_ids,extraction_method,quote_check,visual_recheck,conflict_ref,notes
THM-022,thermal_evidence_catalog,CREEP_T_DEPENDENCE,,"Температурная зависимость законов ползучести в реестре: ни один ВКМ-закон (CL-01…CL-08, CL-12, CL-13, CL-17) и ни одна модель SRC-036 (CL-18…CL-21) не содержит температурного члена; температура лабораторных опытов не указана; единственная T-зависимая форма — Double Power Law (CL-11, Саскачеван, ~950 м, NON_VKM)",T-член отсутствует во всех ВКМ-законах; T лабораторных опытов UNKNOWN,,реестр законов ползучести (предыдущий релиз),VKM_REGIONAL,unstated,,,FACT,DESCRIPTIVE,LAB,REGIONAL_PRIOR,STRONG,HIGH,MEDIUM,LOW,CONSTRAINT_CHECK,VKM-SRC-025;VKM-SRC-014;VKM-SRC-016;VKM-SRC-012;VKM-SRC-011;VKM-SRC-036;EXT-SRC-002,physical_evidence_v1/creep_law_registry.csv (column temperature_dependence),EV-VN-S036-0149,CL-01..CL-21;EV-EXT-0044;EV-RMR-1204,TEXT_LAYER,EXACT,,,"Результат: изотермическая постановка — не упрощение «по удобству», а отражение того, что ВКМ-доказательная база не содержит T-зависимости ползучести; её введение было бы MODEL_CHOICE без данных. EV-VN-S036-0149: статья без каких-либо тепловых данных."
THM-023,thermal_evidence_catalog,CREEP_T_DEPENDENCE,,Качественно: рост температуры снижает вязкость соли (ускоряет течение) и повышает растворяющую способность вод / скорости реакций,качественно,,общее,GENERAL_METHOD,unstated,,,FACT,INTERPRETATION,NOT_APPLICABLE,METHOD_ONLY,WEAK,HIGH,LOW,LOW,CONTEXT_ONLY,VKM-SRC-011,"VKM-SRC-011 p.104 (§3.3, p.207)",EV-VN-S011-1740,,TEXT_LAYER,EXACT,,,Без числовых зависимостей для солей ВКМ.
THM-024,thermal_evidence_catalog,CREEP_T_DEPENDENCE,,"Чувствительность агрессивности раствора к температуре слабая: A = 0,058 при 10 °С vs 0,061 при 15 °С (сильвин)","0,058 (10 °С) vs 0,061 (15 °С)",м³/м³,расчёт автора,GENERAL_METHOD,unstated,,,DERIVATION,CALCULATED_BY_AUTHOR,LAB,METHOD_ONLY,MODERATE,HIGH,NONE,LOW,PARAMETER_PRIOR,VKM-SRC-011,"VKM-SRC-011 p.123 (стр. 245) | VKM-SRC-011 p.123 (Табл. 3.5, 3.7)",EV-VN-S011-2053;EV-VN-S011-2052,,TEXT_LAYER,EXACT,,,Перенос на СКРУ-1: METHOD_ONLY; статус DERIVATION; дополнительных замечаний нет (см. item/value_as_printed).
THM-025,thermal_evidence_catalog,BRINE_T_DEPENDENCE,,"Вязкость насыщенных рассолов убывает с ростом температуры (кривые 15, 25, 35 °С)",качественно по графику,,справочные графики,VKM_REGIONAL,unstated,,,FACT,NORMATIVE,LAB,REGIONAL_PRIOR,WEAK,LOW,NONE,LOW,PARAMETER_PRIOR,VKM-SRC-014;VKM-SRC-037,VKM-SRC-037 p.179 (Рис. 8.22) | VKM-SRC-014 p.155 (Рис. 6.1),EV-VN-S037-0979;EV-VN-S014-0955,,GRAPH_DIGITIZED_APPROX,NOT_FOUND,,,Перенос на СКРУ-1: REGIONAL_PRIOR; статус FACT; дополнительных замечаний нет (см. item/value_as_printed).
THM-026,thermal_evidence_catalog,SURFACE_WASTE_T,,При отрицательных температурах добавление шлама в намываемый солеотвал в несколько раз снижает коэффициент фильтрации → шлам зимой не добавляют,качественно («в несколько раз»),,солеотвалы ВКМКС,VKM_REGIONAL,site,,,FACT,DESCRIPTIVE,NOT_APPLICABLE,REGIONAL_PRIOR,WEAK,HIGH,NONE,NONE,CONTEXT_ONLY,VKM-SRC-014,VKM-SRC-014 p.149 (§5.5),EV-VN-S014-0929,,TEXT_LAYER,EXACT,,,Поверхностная технология; сезонность поверхностных нагрузок/рассолов.
THM-027,thermal_evidence_catalog,PALEO_TEMPERATURE,,"Палеотемпературы (геологическое прошлое): гипотеза ВНИИГ о разогреве до 70–100 °С при продольном сжатии; 40–120 °С перекристаллизации в зонах З/Р ([73]); гомогенизация включений в галите 30–90 °С (средн. 55 °С, n=60); пирротин 54–123 °С (СКРУ-3); локальные гидротермы >50 °С",70–100; 40–120; 30–90 (55); 54–123; >50,°С,ВКМС; образцы СКРУ-3,VKM_REGIONAL,specimen,,геологическое прошлое,FACT,LAB_TEST,LAB,NOT_TRANSFERABLE,MODERATE,HIGH,NONE,NONE,CONTEXT_ONLY,VKM-SRC-011,VKM-SRC-011 p.80 (с.158-159) | VKM-SRC-011 p.24 (§1.3.3) | VKM-SRC-011 p.25 (п. 9 перечня признаков надвигов) | VKM-SRC-011 p.179 (English SUMMARY 2.6 (pyrrhotite)) | VKM-SRC-011 p.80 (с.159),EV-VN-S011-1550;EV-VN-S011-0385;EV-VN-S011-0459;EV-VN-S011-3934;EV-VN-S011-1551,,TEXT_LAYER,FUZZY_76,,,"НЕ современная температура массива и НЕ тепловое ГУ; включено, чтобы исключить ошибочное использование. 70–100 °С — гипотеза, оспариваемая Кудряшовым (ΔT ≤ 3,2 °С)."
THM-028,thermal_evidence_catalog,THERMAL_OBS_EFFECT,,InSAR (Березники): замедление погружения PS на 3–5 см весной связано с ростом температуры и термическим расширением строений (PS на крышах); эффект не фиксируется грунтовыми реперами и реперами в основании зданий,"3–5 см (сезонный, весна)",см,г. Березники (здания над БКПРУ-1),OTHER_VKM_SITE,point,,2021 (сезон),FACT,INTERPRETATION,FIELD,OTHER_VKM_SITE_ANALOGUE,MODERATE,MEDIUM,HIGH,MEDIUM,OBSERVATION_OPERATOR,VKM-SRC-003;VKM-SRC-004,"VKM-SRC-003 p.74, p.75 | VKM-SRC-004 p.14",EV-VN-S003-0269;EV-VN-S003-0270;EV-VN-S004-0065,,TEXT_LAYER,EXACT,,,"Результат: термическая компонента — член оператора наблюдения InSAR (PS на сооружениях), отсутствующий в нивелировании; для СКРУ-1 (Соликамск) механизм переносим как МЕТОД, величина — нет. Подтверждения данными ноября–декабря нет (ограничение источника)."
THM-029,thermal_evidence_catalog,THERMAL_OBS_EFFECT,,"Тепловизионная съёмка ствола № 5 СКРУ-2 (2014) в составе комплексного обследования крепи (георадар 500 МГц, УЗ-томография)",метод применён; результаты тепловизии не приведены,,"СКРУ-2, ствол № 5",SKRU2,working,,2014,FACT,LITERATURE_CITED,NOT_APPLICABLE,NEIGHBOUR_MINE_ANALOGUE,WEAK,HIGH,LOW,LOW,OBSERVATION_OPERATOR,VKM-SRC-040,VKM-SRC-040 p.34 (§1.2.3),EV-VN-S040-0095,,TEXT_LAYER,FUZZY_83,,,Перенос на СКРУ-1: NEIGHBOUR_MINE_ANALOGUE; статус FACT; дополнительных замечаний нет (см. item/value_as_printed).
THM-030,thermal_evidence_catalog,THERMAL_OBS_EFFECT,,"Сезонное промерзание (1,75 м) и снежный покров XI–IV как факторы сезонности геодезических и радарных наблюдений","1,75 м; XI–IV",,район Соликамска / ВКМКС,VKM_REGIONAL,site,,,FACT,NORMATIVE,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,MEDIUM,LOW,OBSERVATION_OPERATOR,VKM-SRC-011;VKM-SRC-012;VKM-SRC-023,VKM-SRC-012 p.41 (§2.1) | VKM-SRC-023 p.26 (rendered p.26; §2.1) | VKM-SRC-011 p.6 (§1.1),EV-VN-S012-0198;EV-VN-S023-0077;EV-VN-S011-0035,,TEXT_LAYER,EXACT,,,Сводная связующая строка с потоком мониторинга; числовые сезонные амплитуды реперов СКРУ-1 в корпусе отсутствуют.
THM-031,thermal_evidence_catalog,ANALOGUE_DEEP,,Канадские калийные рудники (~1000 м): температура в выработках 25–31 °С; Эльзас: температура пород 47° на 800 м (единица не напечатана),25–31 °С; 47° на 800 м,°С (подразумевается),Саскачеван; Эльзас (Франция),OTHER_POTASH_SITE,mine,,,FACT,LITERATURE_CITED,NOT_APPLICABLE,NON_VKM_ANALOGUE,WEAK,MEDIUM,NONE,NONE,CONTEXT_ONLY,VKM-SRC-014,VKM-SRC-014 p.210 (§8.2.3) | VKM-SRC-014 p.249 (§8.8),EV-VN-S014-1112;EV-VN-S014-1213,,TEXT_LAYER,EXACT,,,Глубины в 2–3 раза больше СКРУ-1; значения не переносятся.
THM-032,thermal_evidence_catalog,CONFLICT,,"THM-CF1: температура рассолов у кровли солей 4–6 °С (рассольный горизонт) vs поступавшие рассолы БКПРУ-3 +7,5 °С и расчётные +8 °С на 300 м vs современная температура подземных вод около +10 °С","4–6 vs 7,5–8 vs ≈10",°С,"ВКМКС (регионально, несколько рудников) (по scope строки)",VKM_REGIONAL,geological_element,,,FACT,MEASURED,FIELD,REGIONAL_PRIOR,MODERATE,HIGH,LOW,MEDIUM,PARAMETER_PRIOR,VKM-SRC-011,VKM-SRC-011 p.39 (текст с.76) | VKM-SRC-011 p.39 (текст с.77) | VKM-SRC-011 p.123 (стр. 245),EV-VN-S011-0715;EV-VN-S011-0726;EV-VN-S011-2053,,TEXT_LAYER,EXACT,,THM-CF1,Разные глубины/горизонты/места; все из одной монографии. Не усреднять; вертикальный профиль температуры для СКРУ-1 UNKNOWN.
THM-033,thermal_evidence_catalog,CONFLICT,,"THM-CF2: температура рудничного воздуха — «+7…+10 °С естественная, стабильная» (1992) vs «установившаяся 12–20 °С» (1999, оборудование) vs «требуемый режим 16–18 °С» (ВКР 2026)",7–10 vs 12–20 vs 16–18,°С,"ВКМКС (регионально, несколько рудников) (по scope строки)",VKM_REGIONAL,working,,,FACT,DESCRIPTIVE,NOT_APPLICABLE,REGIONAL_PRIOR,WEAK,MEDIUM,LOW,NONE,BOUNDARY_CONDITION,VKM-SRC-023;VKM-SRC-028;VKM-SRC-037,"VKM-SRC-037 p.42 (§2.8, с.82) | VKM-SRC-028 p.137 (§2.3.7) | VKM-SRC-023 p.38 (rendered p.38; §2.4)",EV-VN-S037-0337;EV-VN-S028-0109;EV-VN-S023-0190,,OCR_VISUALLY_CONFIRMED,EXACT,,THM-CF2,Разные категории (наблюдение / паспорт условий / требование) и эпохи (подогрев воздуха калориферами меняет режим). Ни одно не является температурой массива СКРУ-1.
