row_id,catalog,category,subcategory,item,value_as_printed,unit,site_attribution,scope,spatial_level,depth_or_unit_context,time_context,status,evidence_type,scale,skru1_transfer,evidence_strength,confidence,relevance_normal_skru1,relevance_accident_scenario,worldspec_role,source_ids,locator,vn_ids,prev_evidence_ids,extraction_method,quote_check,visual_recheck,conflict_ref,notes
HYD-011,hydro_evidence_catalog,AQUIFER,,"Шешминский горизонт / пестроцветная толща (ПЦТ): водосодержащие прослои 1–3 м, линзы, иногда с небольшим напором; Кф 0,1–1 м/сут; минерализация «0,5—50 г/л» при характеристике «пресные»","прослои 1–3 м; Кф = 0,1÷1 м/сут; М = 0,5—50 г/л (как напечатано)",м; м/сут; г/л,ВКМКС,VKM_REGIONAL,geological_element,ПЦТ (шешминский),,FACT,DESCRIPTIVE,FIELD,REGIONAL_PRIOR,MODERATE,MEDIUM,LOW,MEDIUM,PARAMETER_PRIOR,VKM-SRC-011;VKM-SRC-014;VKM-SRC-037,VKM-SRC-014 p.21 (§1.4) | VKM-SRC-037 p.9 (§1.1.4) | VKM-SRC-011 p.37 (текст с.72),EV-VN-S014-0293;EV-VN-S037-0107;EV-VN-S011-0698,,OCR_VISUALLY_CONFIRMED,FUZZY_66,"SRC-037 p9 300 dpi: минерализация 0,5—50 г/л и Кф 0,1÷1 м/сут прочитаны на рендере как в текст-слое (CONFIRMED)",HYD-CF4,"Внутреннее несоответствие «пресные» vs 50 г/л — сохранено как напечатано; возможная опечатка не исправляется. SRC-011 p.37: частота водоносных слоёв до 60–80 м, напоры 5–10…50–100 м, удельные дебиты до 4–5 л/с в долинах."
HYD-012,hydro_evidence_catalog,AQUIFER,,"Верхнесоликамский горизонт (ТКТ) — основной коллектор пресных вод, сток на запад к р. Каме; Кф от нескольких единиц до нескольких сотен м/сут; родники 0,01–328 л/с; скважины 0,1–100 л/с","Кф: единицы–сотни м/сут; родники 0,01–328,0 л/с (55% 1,0–15,5); скважины 0,1–100 л/с при понижениях 0,4–39,9 м",м/сут; л/с,ВКМКС,VKM_REGIONAL,geological_element,"ТКТ (соликамская свита, верхняя часть)",,FACT,MEASURED,FIELD,REGIONAL_PRIOR,MODERATE,HIGH,MEDIUM,HIGH,PARAMETER_PRIOR,VKM-SRC-011;VKM-SRC-014,VKM-SRC-011 p.37 (текст с.73) | VKM-SRC-014 p.21 (§1.4),EV-VN-S011-0699;EV-VN-S014-0294,,TEXT_LAYER,EXACT,,HYD-CF5,"Главный источник воды при прорыве ВЗТ (аварийный сценарий). В нормальном сценарии СКРУ-1 — только верхнее ГУ/нагрузка (поровое давление), не участвует в механике солей."
HYD-013,hydro_evidence_catalog,AQUIFER,,ТКТ «наиболее водоносна»: Кф более 40 м/сут; в нижней части ТКТ до 200 м/сут при минерализации до 200 г/л,Кф > 40 м/сут; низ ТКТ до 200 м/сут; М до 200 г/л,м/сут; г/л,ВКМКС,VKM_REGIONAL,geological_element,ТКТ,,FACT,DESCRIPTIVE,FIELD,REGIONAL_PRIOR,MODERATE,HIGH,MEDIUM,HIGH,PARAMETER_PRIOR,VKM-SRC-037,VKM-SRC-037 p.9 (§1.1.4),EV-VN-S037-0108,,OCR_VISUALLY_CONFIRMED,FUZZY_66,"SRC-037 p9 300 dpi: «более 40 м/сут», «200 м/сут» CONFIRMED",HYD-CF5,"Диапазоны SRC-011 (единицы–сотни м/сут) и SRC-037 (>40…200) совместимы по порядку, но не тождественны — не сводить к точке."
HYD-014,hydro_evidence_catalog,AQUIFER,,"Нижнесоликамский горизонт (СМТ): удельные дебиты 0,02–0,5 л/с (редко до 14,5); Кф от долей до 21 м/сут; минерализация верх 0,2–1, низ 5–300 г/л; водообильность ниже, чем в ТКТ","q = 0,02–0,5 (до 14,5) л/с; Кф доли–21 м/сут; М 0,2—1 (верх) / 5—300 (низ) г/л",л/с; м/сут; г/л,ВКМКС,VKM_REGIONAL,geological_element,СМТ (непосредственно над ПП/ПКС — кровля ВЗТ),,FACT,DESCRIPTIVE,FIELD,REGIONAL_PRIOR,MODERATE,HIGH,MEDIUM,HIGH,PARAMETER_PRIOR,VKM-SRC-014;VKM-SRC-037,VKM-SRC-014 p.22 (§1.4) | VKM-SRC-037 p.9 (§1.1.4),EV-VN-S014-0295;EV-VN-S014-0296;EV-VN-S037-0109,,TEXT_LAYER,FUZZY_80,,,СМТ — непосредственная угроза над водозащитной толщей. Значения — региональные обобщения (скважинные опыты без дат и мест).
HYD-015,hydro_evidence_catalog,HYDROCHEMISTRY,,"Граница пресных и минерализованных вод на глубине 100–150 м (глубже под водоразделами, ≤50 м в долинах)",100–150 м; ≤50 м в долинах,м,ВКМКС,VKM_REGIONAL,deposit,,,FACT,MEASURED,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,LOW,MEDIUM,INITIAL_CONDITION,VKM-SRC-011;VKM-SRC-040,VKM-SRC-011 p.37 (текст с.73) | VKM-SRC-011 p.176 (English SUMMARY 1.3.3 The Fractures; 1.4 Hydrogeology; 2.1) | VKM-SRC-040 p.16 (§1.1) | VKM-SRC-040 p.16 (§1.1 Гидрогеология и карст),EV-VN-S011-0699;EV-VN-S011-3873;EV-VN-S040-0047;EV-VN-S040-0046,,TEXT_LAYER,EXACT,,,"Важно для агрессивности вод к соли при прорыве (пресные сверху, рассолы у кровли солей) и для затухания GPR (рассолы проводящие)."
HYD-016,hydro_evidence_catalog,HYDRODYNAMICS,,Две гидрогеодинамические зоны относительно долины р. Камы: безнапорных/субнапорных нисходящих вод (свободный водообмен) и субнапорных нисходяще-восходящих вод (затруднённый водообмен; в понижениях кровли солей — застойные рассолы Cl-Na),зона 1 — свободный водообмен; зона 2 — затруднённый,,ВКМКС,VKM_REGIONAL,deposit,,,FACT,LITERATURE_CITED,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,LOW,MEDIUM,INITIAL_CONDITION,VKM-SRC-011,VKM-SRC-011 p.37 (текст с.73),EV-VN-S011-0700,,TEXT_LAYER,EXACT,,,Перенос на СКРУ-1: REGIONAL_PRIOR; статус FACT; дополнительных замечаний нет (см. item/value_as_printed).
HYD-017,hydro_evidence_catalog,HYDROCHEMISTRY,,"Гидрогеохимическая зональность надсолевой толщи (табл. 1.16): пресные HCO3 Mg-Ca 0,2–0,3 г/дм3; солёные и рассолы 1,2–19,0; Cl-Na 26,0–45,7; в понижениях кровли березниковской свиты рассолы 51,5–270,7 г/дм3","0,2–0,3 / 1,2–19,0 / 26,0–45,7 / 51,5–270,7 г/дм3",г/дм3,ВКМКС,VKM_REGIONAL,deposit,,,FACT,MEASURED,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,LOW,MEDIUM,INITIAL_CONDITION,VKM-SRC-011,VKM-SRC-011 p.38 (табл. 1.16 (render 80 dpi overview; text layer)),EV-VN-S011-0704,,TEXT_LAYER,EXACT,,,Перенос на СКРУ-1: REGIONAL_PRIOR; статус FACT; дополнительных замечаний нет (см. item/value_as_printed).
HYD-018,hydro_evidence_catalog,BRINE_HORIZON,,"Рассольный (приконтактовый) горизонт у кровли солей: насыщенные NaCl рассолы до 320 г/дм3; напор 120–150 м; уровень 10–30 м ниже поверхности; дебиты 1,5–4,2 л/с; Кф 0,2–10 м/сут; T 4–6 °С; плотность 1,003–1,197 г/см3","М до 320 г/дм3; напор 120–150 м; Кф 0,2–10 м/сут; T 4–6 °С; ρ 1,003–1,197 г/см3",г/дм3; м; м/сут; °С; г/см3,ВКМКС (рассолообильные участки),VKM_REGIONAL,geological_element,кровля солей / закарстованные гипсы СМТ (первые десятки м),,FACT,MEASURED,NOT_APPLICABLE,REGIONAL_PRIOR,STRONG,HIGH,MEDIUM,HIGH,INITIAL_CONDITION,VKM-SRC-011,VKM-SRC-011 p.39 (текст с.75-76 (рассольный горизонт)) | VKM-SRC-011 p.176 (English SUMMARY 1.3.3 The Fractures; 1.4 Hydrogeology; 2.1; Russian original pdf p.39),EV-VN-S011-0714;EV-VN-S011-3875,,TEXT_LAYER,EXACT,SRC-011 p39 рендер 110 dpi: все значения CONFIRMED как напечатано,HYD-CF6,"Плотность 1,003–1,197 г/см3 нижней границей не согласуется с «насыщенными» рассолами — как напечатано (конфликт-строка HYD-CF6). Напор 120–150 м — поровое давление у кровли ВЗТ."
HYD-019,hydro_evidence_catalog,BRINE_HORIZON,,"Рассольный горизонт в кровле соляной залежи «местами»; минерализация 320—340 г/л; образуется за счёт вод, растворяющих соль",320—340 г/л,г/л,ВКМКС,VKM_REGIONAL,geological_element,кровля соляной залежи,,FACT,DESCRIPTIVE,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,MEDIUM,HIGH,INITIAL_CONDITION,VKM-SRC-037,VKM-SRC-037 p.9 (§1.1.4),EV-VN-S037-0110,,OCR_VISUALLY_CONFIRMED,FUZZY_77,SRC-037 p9 CONFIRMED,HYD-CF6,Совместимо с «до 320 г/дм3» SRC-011; диапазоны не усредняются.
HYD-020,hydro_evidence_catalog,BRINE_HORIZON,,Спорный характер рассольного горизонта: Ходьков — единый контактный горизонт; Кудряшов — спорадические рассолообильные участки без гидродинамической связи,единый горизонт vs спорадические участки,,ВКМКС,VKM_REGIONAL,geological_element,,,FACT,INTERPRETATION,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,LOW,HIGH,RESEARCH_REQUIRED,VKM-SRC-011,VKM-SRC-011 p.39 (текст с.76),EV-VN-S011-0721;EV-VN-S011-0722,,TEXT_LAYER,EXACT,,HYD-CF7,Для 3D-мира: рассольный горизонт нельзя задавать сплошным слоем по умолчанию — это MODEL_CHOICE с альтернативой.
HYD-021,hydro_evidence_catalog,KARST_VOIDS,,"Пустоты рассолообильных участков — карстовые (прямые наблюдения при проходке стволов: размытые трещины, каверны); первое вскрытие скв. 11 в 1927 г. (поглощение на 101,15 м)","карстовые пустоты у контакта; скв. 11: 101,15 м, 1927",м,ВКМКС (Соликамский район),VKM_REGIONAL,geological_element,,1927,FACT,FIELD_OBSERVATION,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,MEDIUM,HIGH,INITIAL_CONDITION,VKM-SRC-011,VKM-SRC-011 p.39 (текст с.76),EV-VN-S011-0716;EV-VN-S011-0718,,TEXT_LAYER,EXACT,,,Скв. 11 — место не привязано к полю СКРУ-1 (UNKNOWN).
HYD-022,hydro_evidence_catalog,KARST_VOIDS,,"СКРУ-1, ствол (шахта) № 1: при проходке контактовой зоны после цементации в соли обнаружены каверны и пустоты, заполненные цементом, ранее содержавшие рассолы","каверны/пустоты у контакта соль/надсолевые, заполнены цементом",,"СКРУ-1, ствол № 1",SKRU1,working,контактовая зона кровли солей,"дата проходки не указана (цитата доклада П.И. Преображенского, вероятно конец 1920-х–1930-е — UNKNOWN)",FACT,LITERATURE_CITED,NOT_APPLICABLE,SITE_SPECIFIC,MODERATE,HIGH,HIGH,HIGH,INITIAL_CONDITION,VKM-SRC-011,VKM-SRC-011 p.39 (текст с.76),EV-VN-S011-0719;EV-VN-S011-0720,,TEXT_LAYER,EXACT,SRC-011 p39 CONFIRMED (цитата в тексте с.76),,Прямое SITE_SPECIFIC свидетельство закарстованности кровли солей у ствола № 1 СКРУ-1. Вторичная цитата (Кудряшов цитирует доклад Преображенского) — не первичный документ.
HYD-023,hydro_evidence_catalog,KARST_VOIDS,,"Ствол № 1 СКРУ-1 — единственный из 24 стволов ВКМС, пройденный с цементацией околоствольного массива (остальные — замораживанием)",1 из 24 стволов — цементация,,"СКРУ-1, ствол № 1",SKRU1,working,,,FACT,LITERATURE_CITED,NOT_APPLICABLE,SITE_SPECIFIC,MODERATE,HIGH,MEDIUM,MEDIUM,EVENT_LOG,VKM-SRC-040,VKM-SRC-040 p.17 (§1.2.1),EV-VN-S040-0053,,TEXT_LAYER,EXACT,,,Технологический факт (гидроизоляция ствола); дата проходки не указана.
HYD-024,hydro_evidence_catalog,AQUITARD_WPS,,Определение ВЗТ: толща от кровли самого верхнего разрабатываемого пласта до подошвы нижнего (первого) водоносного горизонта; сохранение её водонепроницаемости — главный критерий безопасности,определение,,ВКМКС (все рудники),VKM_REGIONAL,deposit,,,FACT,NORMATIVE,NOT_APPLICABLE,REGIONAL_PRIOR,STRONG,HIGH,HIGH,HIGH,CONSTRAINT_CHECK,VKM-SRC-025;VKM-SRC-040,VKM-SRC-025 p.16 (§1.3) | VKM-SRC-040 p.35 (§1.3) | VKM-SRC-040 p.17 (§1.1),EV-VN-S025-0124;EV-VN-S040-0097;EV-VN-S040-0052,,OCR_VISUALLY_CONFIRMED,NOT_FOUND,,,"Центральное состояние мира: целостность ВЗТ. В нормальном сценарии — ограничение (constraint check), не гидродинамический процесс."
HYD-025,hydro_evidence_catalog,AQUITARD_WPS,,"Строение ВЗТ по Методическим рекомендациям к «Указаниям…» (2008): ВЗТ1 (чередование калийно-магниевых солей и каменной соли), ВЗТ2 (ПКС), ВЗТ3 (ПП); типы разреза: полный, переходный, неполный",ВЗТ1+ВЗТ2+ВЗТ3 / ВЗТ1+ВЗТ2+0 / ВЗТ1+0+0,,ВКМКС,VKM_REGIONAL,geological_element,,,FACT,NORMATIVE,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,HIGH,HIGH,CONSTRAINT_CHECK,VKM-SRC-011;VKM-SRC-014,VKM-SRC-011 p.128 (стр. 255) | VKM-SRC-014 p.22 (§1.4 ВЗТ),EV-VN-S011-2073;EV-VN-S014-0302,,TEXT_LAYER,EXACT,,,Кудряшов (SRC-011 p.128) оспаривает критерии аномальности ВЗТ (EV-VN-S011-2075) — нормативная классификация ≠ измерение. Карта типов ВЗТ по полю СКРУ-1 в корпусе отсутствует (GAP).
HYD-026,hydro_evidence_catalog,AQUITARD_WPS,,"Условие безопасной подработки ВЗТ: суммарная мощность слоёв каменной соли ВЗТ без трещин разрыва m_c ≥ [m]; [m] = 10 м (без аномалий), 20 м (участки с особенностями строения)",[m] = 10 м; 20 м,м,ВКМКС,VKM_REGIONAL,geological_element,,,FACT,NORMATIVE,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,HIGH,HIGH,CONSTRAINT_CHECK,VKM-SRC-037,VKM-SRC-037 p.171 (§8.5.2 п.1-2; (8.143)),EV-VN-S037-0939,,OCR_VISUALLY_CONFIRMED,FUZZY_85,,,"Норматив 1990/1992; действующие редакции «Указаний» (2014/2017, 2022/2023) в корпусе отсутствуют — применимость к современным панелям СКРУ-1 UNKNOWN."
HYD-027,hydro_evidence_catalog,AQUITARD_WPS,,"Стволы размещаются там, где мощность ВЗТ не менее 30–40 м; расстояние между стволами 150–200 м для изоляции аварийного ствола",ВЗТ ≥ 30–40 м; 150–200 м,м,рудники ОАО «Уралкалий» (~1998),VKM_REGIONAL,mine,,,FACT,DESCRIPTIVE,NOT_APPLICABLE,REGIONAL_PRIOR,WEAK,HIGH,LOW,MEDIUM,CONTEXT_ONLY,VKM-SRC-020,VKM-SRC-020 p.11 (§1.2.1),EV-VN-S020-0100,,TEXT_LAYER,EXACT,,,Учебное пособие Уралкалия 1998; ссылка на нормативный документ не дана.
HYD-028,hydro_evidence_catalog,AQUITARD_WPS,,"Минимальная мощность ВЗТ на отдельных участках СКРУ-3 — 13,5 м (в выводах ВКР атрибуция к руднику утрачена)","13,5",м,СКРУ-3 (по основному тексту); в выводах — без рудника,SKRU3,mine_field,,,FACT,LITERATURE_CITED,NOT_APPLICABLE,NEIGHBOUR_MINE_ANALOGUE,WEAK,HIGH,LOW,MEDIUM,CONTEXT_ONLY,VKM-SRC-023,"VKM-SRC-023 rendered p.35 (§2.3, ссылка [25]); p.39; p.109",EV-VN-S023-0199;EV-VN-S023-0478,,DOCX_TEXT,EXACT,"SRC-023 p35 рендер 100 dpi: значение 13.5 м (минимальная мощность ВЗТ на отдельных участках СКРУ-3, со ссылкой [25]) CONFIRMED",HYD-CF8,Нельзя переносить на СКРУ-1: в заключении ВКР (p.109) формулировка создаёт ложное впечатление SKRU-1 значения. ВКР — вторичный источник (студенческая работа).
HYD-029,hydro_evidence_catalog,PERMEABILITY,,Коэффициент фильтрации соленосной толщи «не превышает 10⁻⁸ м/сут»; тектонические нарушения и субвертикальные трещины в кровле пластов — высокопроницаемые проводники,≤ 10⁻⁸,м/сут,"абзац в разделе про СКРУ-1, но формулировка общая для ВКМКС",VKM_REGIONAL,geological_element,соленосная толща,,FACT,LITERATURE_CITED,UNSTATED,REGIONAL_PRIOR,WEAK,MEDIUM,MEDIUM,HIGH,PARAMETER_PRIOR,VKM-SRC-023,VKM-SRC-023 p.35 (rendered p.35; §2.3),EV-VN-S023-0167,,DOCX_TEXT,FUZZY_84,SRC-023 p35 рендер: «10⁻⁸ м/сут» CONFIRMED (в текстовом слое знак минус смещён),HYD-CF9,Без ссылки на первоисточник; метод и масштаб (образец/массив) не указаны. Не SITE_SPECIFIC несмотря на размещение в разделе о СКРУ-1. scale UNSTATED: масштаб значения (образец / массив / поле) источником не установлен или стороны сравнения разного масштаба; как параметр — только через явный Transfer (правило 26.09.2026).
HYD-030,hydro_evidence_catalog,PERMEABILITY,,"Пористость консолидированной соли 1–2 % (проницаемость практически нулевая); соленосных глин 8,6 %","соль 1–2 %; глины 8,6 %",%,соляная толща ВКМС,VKM_REGIONAL,geological_element,,,FACT,LITERATURE_CITED,UNSTATED,REGIONAL_PRIOR,MODERATE,HIGH,MEDIUM,MEDIUM,PARAMETER_PRIOR,VKM-SRC-011,"VKM-SRC-011 p.119 (§3.8, p.236)",EV-VN-S011-2019,,TEXT_LAYER,FUZZY_81,,HYD-CF10,"SRC-011 p.109 даёт пористость несоляных прослоев 8,3 % (EV-VN-S011-1782) — внутренний конфликт 8,3 vs 8,6 % (HYD-CF10). scale UNSTATED: масштаб значения (образец / массив / поле) источником не установлен или стороны сравнения разного масштаба; как параметр — только через явный Transfer (правило 26.09.2026)."
HYD-031,hydro_evidence_catalog,PERMEABILITY,,"Проницаемость каменной соли ~10⁻⁵ мД при изотропном напряжении (1 % проводящих границ); при девиаторе 1 МПа — 25 % границ, проницаемость в несколько десятков раз выше",10⁻⁵ мД; ×«несколько десятков» при девиаторе 1 МПа,мД,"общее (лабораторные данные, цитата)",GENERAL_METHOD,specimen,,,FACT,LITERATURE_CITED,LAB,METHOD_ONLY,MODERATE,MEDIUM,LOW,MEDIUM,PARAMETER_PRIOR,VKM-SRC-011,"VKM-SRC-011 p.119 (p.237, [278])",EV-VN-S011-2023,,TEXT_LAYER,FUZZY_83,,,LAB ≠ MASSIF: перенос на массив ВЗТ требует явного Transfer. Показывает механизм «деформация → рост проницаемости».
