geo_id,feature_type,schema_structure_kind,feature_tags,evidence_basis,basis_assignment,observation_method,name_as_printed,location_as_printed,dimensions_as_printed,orientation_as_printed,affected_units,description,source_id,pdf_page,locator,vn_id,existing_evidence_ids,record_kind,status,evidence_type,scope,scale,skru1_relevance,spatial_level,extraction_method,quote_check,confidence,notes,review_note
GEO-0011,fault,fault,fault,MAP_INTERPRETATION,SOURCE_CATALOGUE_CODE,"CATALOGUE: выявлен ГР, МР [гравиметрия, магнитометрия]",разлом № 11,концы разлома в ячейках рис. 1.46: Б6-Д7,длина 28 км; азимут простирания СЗ 283,СЗ 283,,"разлом № 11: класс по каталогу [BASEMENT] (ссылка каталога: Нояксова и др., 1990); концы разлома в ячейках рис. 1.46: Б6-Д7; длина 28 км; азимут простирания СЗ 283",VKM-SRC-011,142,"Прил. 1, разлом №11",EV-VN-S011-2483,,spatial_entity,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,REGIONAL,geological_element,OCR_VISUALLY_CONFIRMED,EXACT,MEDIUM,"Row parsed from text layer, visually verified on renders p142-p144 (110 dpi). Location = grid cells of the ends on Рис. 1.46 (letters А–Е × numbers 1–15), not coordinates. Methods: ГР = гравиметрия; МР = магнитометрия. '(С)/(Ц)/(З)/(Ю)/(В)/(ЮВ)' = part of the fault confirmed. 'н/п' undefined in legend (probably 'не подтвержден'); '– « –' resolved to the previous characteristic. | Каталог 173 разломов (Прил. 1 SRC-011): положение концов — ячейки сетки рис. 1.46, не координаты; «ГМ» (геологические методы) трактуется как прямое геологическое наблюдение, прочие — интерпретация полей/карт",
GEO-0012,fault,fault,fault,MAP_INTERPRETATION,SOURCE_CATALOGUE_CODE,"CATALOGUE: выявлен ГР, МР [гравиметрия, магнитометрия]",разлом № 12,концы разлома в ячейках рис. 1.46: Б6-Е7,длина 40 км; азимут простирания СЗ 284,СЗ 284,,"разлом № 12: класс по каталогу [BASEMENT] (ссылка каталога: Нояксова и др., 1990); концы разлома в ячейках рис. 1.46: Б6-Е7; длина 40 км; азимут простирания СЗ 284",VKM-SRC-011,142,"Прил. 1, разлом №12",EV-VN-S011-2484,,spatial_entity,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,REGIONAL,geological_element,OCR_VISUALLY_CONFIRMED,EXACT,MEDIUM,"Row parsed from text layer, visually verified on renders p142-p144 (110 dpi). Location = grid cells of the ends on Рис. 1.46 (letters А–Е × numbers 1–15), not coordinates. Methods: ГР = гравиметрия; МР = магнитометрия. '(С)/(Ц)/(З)/(Ю)/(В)/(ЮВ)' = part of the fault confirmed. 'н/п' undefined in legend (probably 'не подтвержден'); '– « –' resolved to the previous characteristic. | Каталог 173 разломов (Прил. 1 SRC-011): положение концов — ячейки сетки рис. 1.46, не координаты; «ГМ» (геологические методы) трактуется как прямое геологическое наблюдение, прочие — интерпретация полей/карт",
GEO-0013,fault,fault,fault,MAP_INTERPRETATION,SOURCE_CATALOGUE_CODE,CATALOGUE: выявлен ГР [гравиметрия],разлом № 13,концы разлома в ячейках рис. 1.46: Б6-Г7,длина 17 км; азимут простирания СЗ 291,СЗ 291,,"разлом № 13: класс по каталогу [BASEMENT] (ссылка каталога: Нояксова и др., 1990); концы разлома в ячейках рис. 1.46: Б6-Г7; длина 17 км; азимут простирания СЗ 291",VKM-SRC-011,142,"Прил. 1, разлом №13",EV-VN-S011-2485,,spatial_entity,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,REGIONAL,geological_element,OCR_VISUALLY_CONFIRMED,EXACT,MEDIUM,"Row parsed from text layer, visually verified on renders p142-p144 (110 dpi). Location = grid cells of the ends on Рис. 1.46 (letters А–Е × numbers 1–15), not coordinates. Methods: ГР = гравиметрия. '(С)/(Ц)/(З)/(Ю)/(В)/(ЮВ)' = part of the fault confirmed. 'н/п' undefined in legend (probably 'не подтвержден'); '– « –' resolved to the previous characteristic. | Каталог 173 разломов (Прил. 1 SRC-011): положение концов — ячейки сетки рис. 1.46, не координаты; «ГМ» (геологические методы) трактуется как прямое геологическое наблюдение, прочие — интерпретация полей/карт",
GEO-0014,fault,fault,fault,MAP_INTERPRETATION,SOURCE_CATALOGUE_CODE,CATALOGUE: выявлен ГР [гравиметрия],разлом № 14,концы разлома в ячейках рис. 1.46: Б7-В8,длина 11 км; азимут простирания СЗ 306,СЗ 306,,"разлом № 14: класс по каталогу [BASEMENT] (ссылка каталога: Нояксова и др., 1990); концы разлома в ячейках рис. 1.46: Б7-В8; длина 11 км; азимут простирания СЗ 306",VKM-SRC-011,142,"Прил. 1, разлом №14",EV-VN-S011-2486,,spatial_entity,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,REGIONAL,geological_element,OCR_VISUALLY_CONFIRMED,EXACT,MEDIUM,"Row parsed from text layer, visually verified on renders p142-p144 (110 dpi). Location = grid cells of the ends on Рис. 1.46 (letters А–Е × numbers 1–15), not coordinates. Methods: ГР = гравиметрия. '(С)/(Ц)/(З)/(Ю)/(В)/(ЮВ)' = part of the fault confirmed. 'н/п' undefined in legend (probably 'не подтвержден'); '– « –' resolved to the previous characteristic. | Каталог 173 разломов (Прил. 1 SRC-011): положение концов — ячейки сетки рис. 1.46, не координаты; «ГМ» (геологические методы) трактуется как прямое геологическое наблюдение, прочие — интерпретация полей/карт",
GEO-0015,fault,fault,fault,MAP_INTERPRETATION,SOURCE_CATALOGUE_CODE,"CATALOGUE: выявлен ГР, МР [гравиметрия, магнитометрия]",разлом № 15,концы разлома в ячейках рис. 1.46: Б7-Д7,длина 32 км; азимут простирания СВ 89,СВ 89,,"разлом № 15: класс по каталогу [BASEMENT] (ссылка каталога: Нояксова и др., 1990); концы разлома в ячейках рис. 1.46: Б7-Д7; длина 32 км; азимут простирания СВ 89",VKM-SRC-011,142,"Прил. 1, разлом №15",EV-VN-S011-2487,,spatial_entity,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,REGIONAL,geological_element,OCR_VISUALLY_CONFIRMED,EXACT,MEDIUM,"Row parsed from text layer, visually verified on renders p142-p144 (110 dpi). Location = grid cells of the ends on Рис. 1.46 (letters А–Е × numbers 1–15), not coordinates. Methods: ГР = гравиметрия; МР = магнитометрия. '(С)/(Ц)/(З)/(Ю)/(В)/(ЮВ)' = part of the fault confirmed. 'н/п' undefined in legend (probably 'не подтвержден'); '– « –' resolved to the previous characteristic. | Каталог 173 разломов (Прил. 1 SRC-011): положение концов — ячейки сетки рис. 1.46, не координаты; «ГМ» (геологические методы) трактуется как прямое геологическое наблюдение, прочие — интерпретация полей/карт",
GEO-0016,fault,fault,fault,MAP_INTERPRETATION,SOURCE_CATALOGUE_CODE,CATALOGUE: выявлен ГР [гравиметрия],разлом № 16,концы разлома в ячейках рис. 1.46: Б7-Д10,длина 45 км; азимут простирания СЗ 318,СЗ 318,,"разлом № 16: класс по каталогу [BASEMENT] (ссылка каталога: Нояксова и др., 1990); концы разлома в ячейках рис. 1.46: Б7-Д10; длина 45 км; азимут простирания СЗ 318",VKM-SRC-011,142,"Прил. 1, разлом №16",EV-VN-S011-2488,,spatial_entity,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,REGIONAL,geological_element,OCR_VISUALLY_CONFIRMED,EXACT,MEDIUM,"Row parsed from text layer, visually verified on renders p142-p144 (110 dpi). Location = grid cells of the ends on Рис. 1.46 (letters А–Е × numbers 1–15), not coordinates. Methods: ГР = гравиметрия. '(С)/(Ц)/(З)/(Ю)/(В)/(ЮВ)' = part of the fault confirmed. 'н/п' undefined in legend (probably 'не подтвержден'); '– « –' resolved to the previous characteristic. | Каталог 173 разломов (Прил. 1 SRC-011): положение концов — ячейки сетки рис. 1.46, не координаты; «ГМ» (геологические методы) трактуется как прямое геологическое наблюдение, прочие — интерпретация полей/карт",
GEO-0017,fault,fault,fault,MAP_INTERPRETATION,SOURCE_CATALOGUE_CODE,CATALOGUE: выявлен ГР [гравиметрия],разлом № 17,концы разлома в ячейках рис. 1.46: Г8-Д8,длина 20 км; азимут простирания СВ 82,СВ 82,,"разлом № 17: класс по каталогу [BASEMENT] (ссылка каталога: Нояксова и др., 1990); концы разлома в ячейках рис. 1.46: Г8-Д8; длина 20 км; азимут простирания СВ 82",VKM-SRC-011,142,"Прил. 1, разлом №17",EV-VN-S011-2489,,spatial_entity,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,REGIONAL,geological_element,OCR_VISUALLY_CONFIRMED,EXACT,MEDIUM,"Row parsed from text layer, visually verified on renders p142-p144 (110 dpi). Location = grid cells of the ends on Рис. 1.46 (letters А–Е × numbers 1–15), not coordinates. Methods: ГР = гравиметрия. '(С)/(Ц)/(З)/(Ю)/(В)/(ЮВ)' = part of the fault confirmed. 'н/п' undefined in legend (probably 'не подтвержден'); '– « –' resolved to the previous characteristic. | Каталог 173 разломов (Прил. 1 SRC-011): положение концов — ячейки сетки рис. 1.46, не координаты; «ГМ» (геологические методы) трактуется как прямое геологическое наблюдение, прочие — интерпретация полей/карт",
GEO-0018,fault,fault,fault,MAP_INTERPRETATION,SOURCE_CATALOGUE_CODE,CATALOGUE: выявлен ГР [гравиметрия],разлом № 18,концы разлома в ячейках рис. 1.46: В10-Е8,длина 35 км; азимут простирания СВ 59,СВ 59,,"разлом № 18: класс по каталогу [BASEMENT] (ссылка каталога: Нояксова и др., 1990); концы разлома в ячейках рис. 1.46: В10-Е8; длина 35 км; азимут простирания СВ 59",VKM-SRC-011,142,"Прил. 1, разлом №18",EV-VN-S011-2490,,spatial_entity,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,REGIONAL,geological_element,OCR_VISUALLY_CONFIRMED,EXACT,MEDIUM,"Row parsed from text layer, visually verified on renders p142-p144 (110 dpi). Location = grid cells of the ends on Рис. 1.46 (letters А–Е × numbers 1–15), not coordinates. Methods: ГР = гравиметрия. '(С)/(Ц)/(З)/(Ю)/(В)/(ЮВ)' = part of the fault confirmed. 'н/п' undefined in legend (probably 'не подтвержден'); '– « –' resolved to the previous characteristic. | Каталог 173 разломов (Прил. 1 SRC-011): положение концов — ячейки сетки рис. 1.46, не координаты; «ГМ» (геологические методы) трактуется как прямое геологическое наблюдение, прочие — интерпретация полей/карт",
GEO-0019,fault,fault,fault,MAP_INTERPRETATION,SOURCE_CATALOGUE_CODE,CATALOGUE: выявлен ГР [гравиметрия],разлом № 19,концы разлома в ячейках рис. 1.46: Г9-Е9,длина 20 км; азимут простирания СВ 68,СВ 68,,"разлом № 19: класс по каталогу [BASEMENT] (ссылка каталога: Нояксова и др., 1990); концы разлома в ячейках рис. 1.46: Г9-Е9; длина 20 км; азимут простирания СВ 68",VKM-SRC-011,142,"Прил. 1, разлом №19",EV-VN-S011-2491,,spatial_entity,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,REGIONAL,geological_element,OCR_VISUALLY_CONFIRMED,EXACT,MEDIUM,"Row parsed from text layer, visually verified on renders p142-p144 (110 dpi). Location = grid cells of the ends on Рис. 1.46 (letters А–Е × numbers 1–15), not coordinates. Methods: ГР = гравиметрия. '(С)/(Ц)/(З)/(Ю)/(В)/(ЮВ)' = part of the fault confirmed. 'н/п' undefined in legend (probably 'не подтвержден'); '– « –' resolved to the previous characteristic. | Каталог 173 разломов (Прил. 1 SRC-011): положение концов — ячейки сетки рис. 1.46, не координаты; «ГМ» (геологические методы) трактуется как прямое геологическое наблюдение, прочие — интерпретация полей/карт",
GEO-0020,fault,fault,fault,MAP_INTERPRETATION,SOURCE_CATALOGUE_CODE,CATALOGUE: выявлен ГР [гравиметрия],разлом № 20,концы разлома в ячейках рис. 1.46: Б8-В9,длина 14 км; азимут простирания СЗ 294,СЗ 294,,"разлом № 20: класс по каталогу [BASEMENT] (ссылка каталога: Нояксова и др., 1990); концы разлома в ячейках рис. 1.46: Б8-В9; длина 14 км; азимут простирания СЗ 294",VKM-SRC-011,142,"Прил. 1, разлом №20",EV-VN-S011-2492,,spatial_entity,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,REGIONAL,geological_element,OCR_VISUALLY_CONFIRMED,EXACT,MEDIUM,"Row parsed from text layer, visually verified on renders p142-p144 (110 dpi). Location = grid cells of the ends on Рис. 1.46 (letters А–Е × numbers 1–15), not coordinates. Methods: ГР = гравиметрия. '(С)/(Ц)/(З)/(Ю)/(В)/(ЮВ)' = part of the fault confirmed. 'н/п' undefined in legend (probably 'не подтвержден'); '– « –' resolved to the previous characteristic. | Каталог 173 разломов (Прил. 1 SRC-011): положение концов — ячейки сетки рис. 1.46, не координаты; «ГМ» (геологические методы) трактуется как прямое геологическое наблюдение, прочие — интерпретация полей/карт",
GEO-0021,fault,fault,fault,MAP_INTERPRETATION,SOURCE_CATALOGUE_CODE,CATALOGUE: выявлен ГР [гравиметрия],разлом № 21,концы разлома в ячейках рис. 1.46: Б8-В10,длина 23 км; азимут простирания СЗ 329,СЗ 329,,"разлом № 21: класс по каталогу [BASEMENT] (ссылка каталога: Нояксова и др., 1990); концы разлома в ячейках рис. 1.46: Б8-В10; длина 23 км; азимут простирания СЗ 329",VKM-SRC-011,142,"Прил. 1, разлом №21",EV-VN-S011-2493,,spatial_entity,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,REGIONAL,geological_element,OCR_VISUALLY_CONFIRMED,EXACT,MEDIUM,"Row parsed from text layer, visually verified on renders p142-p144 (110 dpi). Location = grid cells of the ends on Рис. 1.46 (letters А–Е × numbers 1–15), not coordinates. Methods: ГР = гравиметрия. '(С)/(Ц)/(З)/(Ю)/(В)/(ЮВ)' = part of the fault confirmed. 'н/п' undefined in legend (probably 'не подтвержден'); '– « –' resolved to the previous characteristic. | Каталог 173 разломов (Прил. 1 SRC-011): положение концов — ячейки сетки рис. 1.46, не координаты; «ГМ» (геологические методы) трактуется как прямое геологическое наблюдение, прочие — интерпретация полей/карт",
GEO-0022,fault,fault,fault,MAP_INTERPRETATION,SOURCE_CATALOGUE_CODE,CATALOGUE: выявлен ГР [гравиметрия],разлом № 22,концы разлома в ячейках рис. 1.46: Б8-В10,длина 19 км; азимут простирания СЗ 331,СЗ 331,,"разлом № 22: класс по каталогу [BASEMENT] (ссылка каталога: Нояксова и др., 1990); концы разлома в ячейках рис. 1.46: Б8-В10; длина 19 км; азимут простирания СЗ 331",VKM-SRC-011,142,"Прил. 1, разлом №22",EV-VN-S011-2494,,spatial_entity,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,REGIONAL,geological_element,OCR_VISUALLY_CONFIRMED,EXACT,MEDIUM,"Row parsed from text layer, visually verified on renders p142-p144 (110 dpi). Location = grid cells of the ends on Рис. 1.46 (letters А–Е × numbers 1–15), not coordinates. Methods: ГР = гравиметрия. '(С)/(Ц)/(З)/(Ю)/(В)/(ЮВ)' = part of the fault confirmed. 'н/п' undefined in legend (probably 'не подтвержден'); '– « –' resolved to the previous characteristic. | Каталог 173 разломов (Прил. 1 SRC-011): положение концов — ячейки сетки рис. 1.46, не координаты; «ГМ» (геологические методы) трактуется как прямое геологическое наблюдение, прочие — интерпретация полей/карт",
