finding_id,outcome,files_and_rows_changed,how_verified,notes
PRIMARY_SECONDARY-018,FIXED,"MATHEMATICAL_MODEL_REGISTRY.csv: origin→CITED_IN_SOURCE у MM-PETRO-001, MM-STRESS-008, MM-ECON-001, MM-ML-001; origin→TEXTBOOK_STANDARD у MM-STAT-012, MM-GEOL-001; cited_primary у всех 9 строк (в т.ч. MM-MINE-002, MM-PILLAR-008, MM-DEM-001)","VKM-SRC-012 all.txt стр. 3150, 4487–4491 ([62]); VKM-SRC-029 список [17], [80], [95]; OCR VKM-SRC-037 p.230 ([4], [7], [13]), p.193 ([7] к (8.239)); VKM-SRC-032 p.2 («В работе [3]…»); VKM-SRC-023 список [37]–[40]","MM-PILLAR-008 и MM-DEM-001: origin оставлен ORIGINAL_SOURCE (регрессия (3) и набор признаков — авторские), как предлагала находка."
PRIMARY_SECONDARY-019,FIXED,"MATHEMATICAL_MODEL_REGISTRY.csv: origin ORIGINAL_SOURCE→CITED_IN_SOURCE и cited_primary у MM-ROOF-017/018/019 и (расширение на весь §6.10) MM-ROOF-012, MM-ROOF-020, MM-SUPPORT-001; cited_primary у смешанных MM-ROOF-014, MM-STR-005; FORMULA_CONFLICTS.csv: FC-006.description_ru","OCR VKM-SRC-037 p.107 (с. 212: обобщение методик из [3, 29]; «Методики…»), p.116–119 ([29] ещё трижды), p.230 (список из 22 позиций; [3] = Вяткин 1983; [29] нет)",CG-02083/CG-01999 — поток CITATIONS; строки §6.10 механического и реологического каталогов — MECH_RHEO. DATA_REQUEST на «Методику…» — в очередь Phase 2.
PRIMARY_SECONDARY-020,FIXED,"build_registry.py: ext_claims (страничные локаторы и дословные цитаты claims.jsonl) и проверка «<SID> p.N/pp.N» для ORIGINAL_SOURCE/CITED_IN_SOURCE/EXTERNAL_PRIMARY; defs/f00_prev_creep_laws.py: ext_claims у MM-CREEP-009…017 (и EV-EXT-0062 у MM-CREEP-012); MATHEMATICAL_MODEL_REGISTRY.csv: locator и quote у MM-CREEP-009…017; notes у MM-CREEP-009, -014, -015, -016, -017","PRIVATE 10_physics_evidence/physical_evidence_v1/claims.jsonl: EV-EXT-0038 (EXT-SRC-007 p.2, ур. (1)), EV-EXT-0039…0042 (p.3), EV-EXT-0044…0047 (EXT-SRC-002 p.2–4), EV-EXT-0063 (EXT-SRC-010 p.1) и др.; сборка: 0 ошибок проверки локатора","Для EXT-SRC-011/012/013/015/016/017 номер страницы pdf в прошлом релизе не записан: локатор — диапазон страниц статьи + таблица/уравнение (отмечено в notes, уточнить в Phase 2). Числовые значения при этом имеют табличный локатор, поэтому статус на UNKNOWN не менялся (строки и так ANALOGUE/UNKNOWN)."
TRANSFER-003,FIXED,"MATHEMATICAL_MODEL_REGISTRY.csv: MM-PETRO-005 (site_applicability SKRU1_SKRU2 → SOLIKAMSK_GROUP с долей СКРУ-1, conflicting_forms FC-041, notes); FORMULA_CONFLICTS.csv: FC-041 (новая)","OCR VKM-SRC-025 p.126 (171 скв. КрII, 127 АБ), p.128 табл. 4.10 (СКРУ-1 23/45, СКРУ-2 59/52, СКРУ-3 33/61; «Сильвинит»; занижение средних)",Вместо предложенного VKM_REGIONAL использована точная метка D-17 SOLIKAMSK_GROUP (объединение СКРУ-1+2+3). MR-MECH-0782/0783 и таблица §3 отчёта механики — поток MECH_RHEO.
COVERAGE_DUPLICATES-016,PARTIAL,"MATHEMATICAL_MODEL_REGISTRY.csv: MM-ML-001 (conflicting_forms, notes — метрики INS по режимам), MM-ML-002 (conflicting_forms, notes — метрики ENFS), MM-STAT-012.conflicting_forms, MM-RISK-001 (variables, assumptions, notes; прикреплены EV-VN-S023-0456…0458), MM-PETRO-005.conflicting_forms; FORMULA_CONFLICTS.csv: новые FC-039 (EV-VN-S023-0442), FC-040 (EV-VN-S023-0362, -0373), FC-041 (EV-VN-S025-0692); FC-038 (прикреплена EV-VN-S012-0504, description_ru)","VKM-SRC-023 p.93–96 (текст), p.100 (табл. 4.3–4.5), p.102 (пороги); VKM-SRC-012 p.95 (контекст S012-0504); OCR VKM-SRC-025 p.126–128","Сделана часть потока («минимум сейчас»). Процессная часть — карта распределения для всех видов записей и тест «каждая запись sweep смаплена или исключена» — задача координатора (PROCESS). EV-VN-S012-0504 на деле говорит о моделях ГИ УрО РАН (эквивалентный слой, подобранный по кривым оседаний), а не о модели автора; записана в FC-038. EV-VN-S026-0023 (рудоспуски, VKM-SRC-026) — горная геометрия, поток MINING. Пороги S_кр/T_кр/K_кр записаны не как NORMATIVE, а как пороги автора ВКР без ссылки на норматив (ENGINEERING_ASSUMPTION по записям), с флагом UNIT_DOUBT у K_кр."
DOCS_LEAKAGE-010,FIXED,"MATHEMATICAL_MODEL_REGISTRY.csv: notes MM-ECON-001, MM-ROOF-018, MM-SUPPORT-001 (D-02)","Перебор записей реестра по evidence_type: TEACHING_EXAMPLE только у EV-VN-S020-0407/-0408, EV-VN-S037-0730/-0732/-0733; строк реестра, где числа учебного примера поданы как FACT о руднике, нет",Не входит в FORMULAS.csv; часть реестра по указанию координатора. Каталоги BF/CDE/GEO — потоки MINING и GEOLOGY_COORDS.
DOCS_LEAKAGE-011,REJECTED_AFTER_CHECK,— (изменений нет),Колонка status реестра проверяется сборщиком и apply_review_fixes.py: все 279 значений из семи статусов; строк INTERPRETATION / FACT_BY_REFERENCE / «FACT (law as reported)» в реестре нет,Отклонено только для реестра FORMULAS (затронутые строки находки — в каталогах MECH_RHEO и GEOLOGY_COORDS); не входит в FORMULAS.csv.
PRIMARY_SECONDARY-001,FIXED,MATHEMATICAL_MODEL_REGISTRY.csv: MM-PILLAR-002.cited_primary (табл. 8.25 = табл. 1.5 [20]; [20] = Указания 1985),"OCR VKM-SRC-037 p.13, p.15 (табл. 1.5 [20]), p.167 (табл. 8.25: 21,5/23,0/19,0/11,5 МПа)",Часть реестра по указанию координатора; строки MR-MECH-* — поток MECH_RHEO.
PRIMARY_SECONDARY-013,FIXED,"MATHEMATICAL_MODEL_REGISTRY.csv: MM-PILLAR-002.known_variants (цепочка редакций 1985 → 1990/92 → 2014 → 2022; 21,5/23,0/19,0/11,5 МПа = 2150/2300/1900/1150 тс/м²)","VKM-SRC-012 p.26 табл. 1.2 [69] (2150/2300/1900/1150 тс/м²); VKM-SRC-037 табл. 1.5, 8.25",Часть реестра по указанию координатора; линия LIN-25 и строки MR-MECH-0590…0593 — потоки CITATIONS и MECH_RHEO.
GLOBAL-D-17,FIXED,"MATHEMATICAL_MODEL_REGISTRY.csv: site_applicability MM-PETRO-005 (→ SOLIKAMSK_GROUP), MM-GEOMECH-002 и MM-STR-002 (→ SKRU1_SKRU2_PILLAR + OTHER_VKM_SITE); apply_review_fixes.py запрещает метку SKRU1_SKRU2","VKM-SRC-012 p.93, 97–98, 103–104 (разрезы по линиям № 1 через целик СКРУ-1–СКРУ-2 и № 2 через целик СКРУ-2–СКРУ-3); VKM-SRC-025 p.128",Глобальное правило; в выходных CSV 0 ячеек SKRU1_SKRU2 (включая notes).
GLOBAL-D-01,FIXED,"MATHEMATICAL_MODEL_REGISTRY.csv: status FACT→DERIVATION у MM-CREEP-003/004, MM-CREEP-018…021; FACT→MODEL_CHOICE у MM-CREEP-012, MM-STR-002, MM-WPS-008; scale MM-CREEP-018…021 LAB→CALIBRATED_EFFECTIVE_MODEL (обратный анализ LAB-испытаний); MM-FRAC-001 scale→NOT_APPLICABLE (формула постобработки); apply_review_fixes.py запрещает FACT при CALIBRATED_EFFECTIVE_MODEL","VKM-SRC-036 all.txt стр. 329–331, 1153, 1695, 2569, 3512 (калибровка моделей многовариантным моделированием испытаний); строки прошлого релиза CL-03/CL-04 = CALIBRATED","Лабораторные подгонки кривых без модели (MM-CREEP-001, MM-CONTACT-002/004/005, MM-CREEP-023) оставлены LAB/FACT — это не обратный анализ."
GLOBAL-D-02,FIXED,"MATHEMATICAL_MODEL_REGISTRY.csv: notes MM-ECON-001, MM-ROOF-018, MM-SUPPORT-001",evidence_type записей реестра,"0 строк FACT+TEACHING_EXAMPLE: учебные записи есть только в трёх строках-методиках, их числа помечены ANALOGUE/GENERAL_METHOD."
EXTERNAL-VERIFICATION,FIXED,"FORMULA_CONFLICTS.csv: FC-001 (status OPEN→RESOLVED_EXTERNAL, description, resolution), FC-003 (→RESOLVED_EDITION), FC-004 (→PARTIALLY_RESOLVED), описания/решения FC-005, FC-006, FC-013, FC-016, FC-017, FC-024, FC-033, FC-038; новая FC-042 ((8.138) LOCAL_DISTORTED); MATHEMATICAL_MODEL_REGISTRY.csv: notes/conflicting_forms/cited_primary MM-INSAR-014/026, MM-SUBS-010/012/013/015, MM-CREEP-005/012/013/102, MM-GEOMECH-004, MM-CONTACT-005","external/SUBSIDENCE_FORMULAS (XFV-SF-001…012, XF-SF-003/007/009/013/015/019/023/026/028/030), external/RHEOLOGY_MECH (RM-FV-002…005, RM-F-015/017/018/028/031/032), external/NORMATIVE (NORM-F-011/014/016/028/029/035), external/SKRU1_SPECIFIC (FV-SKRU1-003/005, F-SKRU1-017/020/041)","Внешние результаты меняют разрешения конфликтов и примечания, но не значения корпуса. FC-004 оставлен частично открытым: названия углов редакции 2008 расходятся между внешними источниками."
COORDINATOR-MERGE-01,FIXED,MATHEMATICAL_MODEL_REGISTRY.csv MM-DER-005/006 text: GEO-0196…0212 → MGEO-0196…0212 (review_fixes.csv new_value + review_fix_authoring.py),rebuild build_registry.py + apply_review_fixes.py; diff vs pre-edit: only these 2 rows,"MINING renamed geometry ids GEO- → MGEO- (DOCS_LEAKAGE-019); bare GEO-0196 now names a geology fault, so the old text was ambiguous"
