finding_id,outcome,files_and_rows_changed,how_verified,notes
COVERAGE_DUPLICATES-009,FIXED,"monitoring_observation_catalog.csv: MON-0003 values_summary (x = 0; 0,2; 0,3 нивелирования 2011–2016 помечены «*»: маркер закрыт, значение — чтение по линии серии) и notes; MON-0003…MON-0006 notes (сводка, дублирующая OBS-MUS-P15-*; не загружать отдельным наблюдением); monitoring_conflicts.csv MCF-27","рендер SRC-002 p.15 (110 dpi): ромбы при x = 0 и 0,2 закрыты маркерами других серий","musikhin_vkm_src002_p15_profiles.csv (PUBLIC) не менялся; ссылки даны в notes, без новой колонки"
COVERAGE_DUPLICATES-013,FIXED,"monitoring_observation_catalog.csv: MON-0472, MON-0473 notes (одинаковая статистика → по номеру зоны 88; zone_key=SKRU1:ZONE:88; не два независимых значения); MON-0471 notes (покрывает обе строки зоны 207)","рендер SRC-023 p.43 (150 dpi): рис. 16 (разные координаты 3П/19П), рис. 18 (одинаковые 179,612/100,002/304,108; две строки зоны 207)",довод для CC-17 — поток MINING
COVERAGE_DUPLICATES-015,FIXED,"monitoring_conflicts.csv: новая MCF-28 (тождество «Линии 1» SRC-002 и линии №1 SRC-012 НЕ установлено; доводы за/против; чем разрешить); monitoring_observation_catalog.csv notes MON-0003, MON-0027, MON-0033 (possible_same_line); monitoring_campaigns_timeline.csv CMP-012 notes","рендеры SRC-002 p.15, SRC-012 p.51, p.56, p.107",строки не сливались; узел spatial_hierarchy для линии 1 SRC-002 — поток MINING
DOCS_LEAKAGE-022,PARTIAL,"MINE_LIFECYCLE_AND_INFORMATION_FLOW_RU.md §2 и §8: указано, что приближённые численные значения других наборов (линия 12 СКРУ-1 — MON-0013; ряды БКПРУ — MON-0050/0051; InSAR — MON-0101 и др.) лежат в values_summary каталога, а оцифровка Мусихина — единственная поточечная",поиск по файлам потока: утверждения «единственные численные наблюдения» в них нет; PUBLIC evidence/monitoring/README_RU.md на 26.09.2026 уже содержит исправленную формулировку,"README_RU.md и обоснование D-07 — документы координатора; уточнение к предложенной формулировке: MON-0050/0051 — ряды участка 2 (VKM-SRC-034, рудник не назван), а не «ряды БКПРУ»"
PRIMARY_SECONDARY-004,FIXED,"monitoring_observation_catalog.csv: MON-0365 obs_class → MODEL_OUTPUT_NOT_OBSERVATION, status FACT → DERIVATION, observable, values_summary (единицы), information_availability (публично с 2023, держатель ГИ УрО РАН, в ВКР — переоцифровка), notes (cited_primary, Дж/м² vs Дж/100 м²); monitoring_campaigns_timeline.csv CMP-026 → DERIVATION, worldspec_event_type DATA_PROCESSING, notes; information_lifecycle_matrix.csv DC06 skru1_status и benchmark_rule; information_lifecycle_record_map.csv EV-VN-S023-0302 notes","SRC-023 all.txt (подпись рис. 24в «…на 2023 год [33]», список [33]); внешний захват EXTWEB-SKRU1_SPECIFIC-001 / F-SKRU1-007 (FULL_TEXT_READ); validate_stream.py (модельные строки не FACT)",класс DERIVED_FORECAST_PRODUCT не вводился: существующий MODEL_OUTPUT_NOT_OBSERVATION имеет тот же смысл; типа MODEL_OUTPUT в EventType схемы нет — использован DATA_PROCESSING; строки CDE/OO/PC — потоки GEOLOGY_COORDS и PHYSICS_CAUSAL
PRIMARY_SECONDARY-010,FIXED,"monitoring_observation_catalog.csv: правило сборщика для всех 12 строк VKM-SRC-002 — usable_for_skru1 с префиксом DISCOVERY_ONLY, уверенность на ступень ниже (HIGH→MEDIUM: MON-0053, 0096, 0097, 0098, 0099, 0100, 0102; MEDIUM→LOW: MON-0003…0006, 0101), примечание (первоисточник — DATA_REQUEST); MON-0098/0099 site_attribution_strict → UNRESOLVED (заголовок Соликамск vs подпись Березники); monitoring_conflicts.csv MCF-26; CMP-012/013 notes; DC17, DC21, I12, I13, I17; visual_rechecks.csv VCHK-ML-02",рендер SRC-002 p.12 (заголовок vs подписи рис. 32/33) и p.14; SOURCE_REGISTER (discovery-only),"CDE-0083/0084, CHR-0316 — потоки GEOLOGY_COORDS и MINING; PROJECT_STATE §3 п.6 — координатор"
PRIMARY_SECONDARY-021,FIXED,"monitoring_conflicts.csv: MCF-15 value_b (10–15 мм — вторично по [10]; у первоисточника серии — порог парных интерферограмм, LIN-11), vn_ids + EV-VN-S003-0166; monitoring_observation_catalog.csv MON-0220 notes (SCOPE_GENERALIZATION; не точность InSAR-оператора)",LIN-11 потока CITATIONS (VKM-SRC-003 p.45; VKM-SRC-017 p.2); review_fixes old-value checks,
PRIMARY_SECONDARY-025,FIXED,"monitoring_conflicts.csv: новая MCF-25 (320 и 250/300 vs 255 и 200/230 мм/год; KEEP BOTH; одна серия); monitoring_observation_catalog.csv: новые MON-0490 (EV-VN-S003-0222) и MON-0491 (EV-VN-S003-0223) — версия диссертации; MON-0168, MON-0169 уверенность HIGH → MEDIUM + notes; новые строки — MEDIUM",LIN-10/LIN-16 потока CITATIONS (визуально проверены VKM-SRC-004 p.7 и VKM-SRC-003 p.62); build_catalogue.py (EXTRA_IDS),
TRANSFER-009,FIXED,"monitoring_observation_catalog.csv: правило сборщика — DERIVED_ISOLINE_PRODUCT → INTERPOLATION/INTERPRETATION (MON-0464, 0465, 0466, 0468, 0469); DERIVED_ANALYSIS → DERIVATION/CALCULATED_BY_AUTHOR (MON-0470…0476, 0478); MODEL_OUTPUT_NOT_OBSERVATION → DERIVATION (MON-0479 по D-01, MON-0480…0483, MON-0365); MON-0100 разделена: PS-точки (FACT) + MON-0100-B изолинии (INTERPOLATION, NO_AS_OBSERVATION); visual_rechecks.csv VCHK-ML-06 status INTERPOLATION",validate_stream.py: производные и модельные строки не FACT (0 нарушений); рендер SRC-002 p.14 (изолинии продолжены в зону без PS),строки CDE-0335/0337/0338/0339 — поток GEOLOGY_COORDS
TRANSFER-010,FIXED,"monitoring_observation_catalog.csv: MON-0083, MON-0100, MON-0101 observable → «LOS-смещение (скорость), представленное источником как «оседания»; проекция не указана»; notes (вертикаль — DERIVATION при u_h≈0; сшивка сезонов — MODEL_CHOICE; у MON-0083 период не напечатан, классы нечитаемы); MON-0083 usable_for_skru1; information_lifecycle_matrix.csv DC21; lifecycle_stages.csv I13; отчёт §1 п.1 переписан","текстовый слой VKM-SRC-001 с.11–12, 19; рендер VKM-SRC-002 с.14; review_fixes old-value checks",PROJECT_STATE_RU.md §3 п.6 — координатор
TRANSFER-023,FIXED,"все выходы потока: 52 записи с меткой SKRU1_SKRU2 перекодированы по D-17 (norm_vocab.SCOPE_RECODE: SKRU1_OR_SKRU2_UNATTRIBUTED — линии Соликамска SRC-002; SKRU1_SKRU2_PILLAR / SKRU2 — линии №1/№7 с разделением строк; SOLIKAMSK_GROUP — модель и выборки района трёх рудников, S025-0684; SKRU2 — станция и данные стороны СКРУ-2; SKRU1 — S037-0423 «на рудниках СКПРУ-1 и СКПРУ-2»); CMP-012 → SKRU1_OR_SKRU2_UNATTRIBUTED","validate_stream.py: 0 ячеек SKRU1_SKRU2 в колонках scope (1336 проверено), все метки из словаря Scope","схема (Scope, check_site_use) — координатор, уже в provenance.py; MR-MECH/CHR — потоки MECH_RHEO и MINING"
TRANSFER-029,FIXED,"monitoring_observation_catalog.csv: MON-0040 → A (нивелирование, целик), MON-0040-B (нивелирование, сторона СКРУ-2), MON-0040-C (МКЭ 2020/2026/2031, DERIVATION/MODEL_CALIBRATED — единственные числа по стороне СКРУ-1); MON-0033 → A, MON-0033-B (факт, СКРУ-2), MON-0033-C (нормативный прогноз, DERIVATION/CALCULATED_BY_AUTHOR); MON-0036-B, MON-0037-B (линейный «Прогноз», DERIVATION); MON-0039-B (МКЭ, DERIVATION)","рендеры SRC-012 p.56, p.103, p.104 (300 dpi, чтение пунктира), p.105, p.107; validate_stream.py (D-01)","для нормативного прогноза вместо предложенного «FACT/NORMATIVE» выбран DERIVATION: расчёт автора по нормативной методике — модельный результат, не наблюдение"
GLOBAL:D-17,FIXED,"все колонки scope всех 10 CSV потока (каталог, агрегаты, матрица, стадии, рёбра, конфликты, кампании, карты записей, visual_rechecks)",validate_stream.py,см. TRANSFER-023; перекодирование — norm_vocab.py (со ссылкой на источник для каждой записи)
GLOBAL:status-vocabulary,FIXED,"information_lifecycle_record_map.csv: EV-VN-S037-0052, EV-VN-S037-0104 INTERPRETATION → DERIVATION (авторская интерпретация); lifecycle_graph_edges.csv E064 «FACT (context)» → FACT; monitoring_systems_by_site.csv status «AGGREGATE» → DERIVATION; visual_rechecks.csv status «VISUALLY_CONFIRMED» → эпистемический статус проверенного элемента (FACT; VCHK-ML-06 INTERPOLATION), результат проверки остаётся в status_after_check",validate_stream.py: 1368 ячеек статуса ⊆ 7 значений,
GLOBAL:D-02,FIXED,information_lifecycle_record_map.csv: EV-VN-S025-1044 (TEACHING_EXAMPLE) FACT/VKM_REGIONAL → ANALOGUE/GENERAL_METHOD,validate_stream.py: 0 строк FACT + TEACHING_EXAMPLE,
GLOBAL:D-01,FIXED,monitoring_observation_catalog.csv: MON-0479 INTERPOLATION → DERIVATION (MODEL_CALIBRATED); MON-0480…0483 FACT → DERIVATION,validate_stream.py: MODEL_CALIBRATED ⇒ DERIVATION + CALIBRATED_EFFECTIVE_MODEL,
GLOBAL:scale-token,FIXED,"information_lifecycle_matrix.csv, lifecycle_stages.csv: «NOT_APPLICABLE (класс данных)», «NOT_APPLICABLE (стадия)» → NOT_APPLICABLE (пояснение — в notes)",validate_stream.py: метки масштаба из словаря Scale,по аналогии с правилом словаря статусов; параметров материала с пустым масштабом в потоке нет
EXTERNAL:XF-SF-013,FIXED,"monitoring_conflicts.csv: MCF-13 resolution → RESOLVED FOR VKM (деление на cos θ; «× cos θ» — только VKM-SRC-009, Старобин)","внешний поиск SUBSIDENCE_FORMULAS: XF-SF-013, XFV-SF-002, XF-SF-023",для аналога VKM-SRC-009 намерение авторов остаётся UNKNOWN (FC-001)
