finding_id,outcome,files_and_rows_changed,how_verified,notes
ATTRIBUTION-011,FIXED,mining_chronology_catalog.csv CHR-0380 event → «…(до 500 ГДЯ в год суммарно на СКПРУ-1 и БКПРУ-1; доля СКРУ-1 не указана) — состояние на ~1990»; MINING_ENGINEERING_EVIDENCE_RU.md п.7; review_fixes.csv: RF-043,Текстовый слой SRC-037 p.78 (печ.155); FIX_DIFF.md (0 ячеек без основания),"skru1_relevance CHR-0380 оставлен SKRU1_DIRECT: само событие (буровзрывная отработка карналлита на СКПРУ-1) относится к СКРУ-1, суммарной является только оценка числа ГДЯ. SGP-010 и HYDRO_THERMAL_GEOPHYSICS_EVIDENCE_RU.md — поток HYDRO_THERMAL_GEOPHYS."
ATTRIBUTION-012,FIXED,"spatial_hierarchy.csv IMP:SKRU2-SKRU3: site_scope SKRU1_SKRU2 → SKRU2, notes «целик СКРУ-2–СКРУ-3, с СКРУ-1 не граничит»; scope пересчитан без SKRU1_SKRU2 (SOLIKAMSK_GROUP;SKRU2) (build_spatial.py)",self_check.py: SELF-CHECK OK; FIX_DIFF.md (0 ячеек без основания); схема SRC-012 Рис.2.4,"MON-0034 (разбиение), MON-0062, MON-0064 — поток MONITORING_LIFECYCLE."
ATTRIBUTION-013,FIXED,"mining_geometry_catalog.csv MGEO-0191 (бывш. GEO-0191): seam_thickness_as_printed — значение сохранено с пометкой «региональное среднее ВКМКС (как SRC-040 p.12), не параметр СКРУ-1 (CF-STR-022)»; notes со ссылкой на CF-STR-022; перечень промышленных пластов оставлен; review_fixes.csv: RF-061…062",SRC-023 p.34 (без ссылки) и SRC-040 p.12 (среднее ≈72 м по ВКМКС); FIX_DIFF.md (0 ячеек без основания),STO-0626 — поток GEOLOGY_COORDS.
TRANSFER-008,FIXED,"Как DOCS_LEAKAGE-010 (36 учебных строк → ANALOGUE / GENERAL_METHOD / NOT_A_SITE_VALUE, без привязки к рудничному узлу); CHR-0367: planned_or_actual → NOT_APPLICABLE (TEACHING), relevance TEACHING_EXAMPLE, event_class_note, notes переписаны без утверждения «documents the typical DESCENDING seam order … at SKRU-1» и со ссылкой на единственный фактический довод (SRC-012 с.34, СКРУ-2 — чаще восходящий порядок, CC-11); review_fixes.csv: RF-049…052",self_check.py: SELF-CHECK OK; FIX_DIFF.md (0 ячеек без основания),"Отступление: event_class CHR-0367 оставлен PHYSICAL — EventClass схемы допускает только PHYSICAL/INFORMATION; учебный характер записан в event_class_note, planned_or_actual и status ANALOGUE. Строки GEO-0865/0951/0952/0953/0971, CDE-*, STO-0461/0595, STO-0234 — поток GEOLOGY_COORDS; проверка в scripts/verify_canonical_repository.py — координатор."
TRANSFER-016,FIXED,"mining_chronology_catalog.csv CHR-0115: event → экономический показатель (рост себестоимости с 1985 г.; автор связывает его в т.ч. с затратами на закладку), event_class PHYSICAL → INFORMATION, confidence HIGH → MEDIUM, notes без «indicates a sharp increase of backfilling…», ссылка на конфликт CC-18 снята; backfill_event_catalog.csv BF-0093 удалена (дубль BF-0060, build_backfill.py BF_CHR); chronology_conflicts.csv CC-18 vn_ids_b исправлены (см. CHRONOLOGY-010); review_fixes.csv: RF-046…048",Текстовый слой SRC-037 p.129 (печ.257); self_check.py: SELF-CHECK OK (правило периода закладки); FIX_DIFF.md (0 ячеек без основания),"status CHR-0115 оставлен FACT — для самого роста себестоимости; рост объёмов закладки — вывод со статусом INTERPOLATION в BF-0060. event_type_source (метка экстрактора, провенанс) не менялся; смысл записан в event_subtype_note. BF-0093 удалена, а не перекодирована: вторая строка по той же фразе (EV-VN-S037-0765) дублировала бы BF-0060."
TRANSFER-017,FIXED,"mining_chronology_catalog.csv CHR-0364: DESIGN_DOCUMENT, INFORMATION, PLANNED, event (план на 2013 г.), confidence MEDIUM, дата 2013 NOT_LATER_THAN;DERIVATION, notes (начало выемки 1 СЗП — UNKNOWN; DATA_REQUEST); CHR-0343: PLANNED, date_qualifier PLANNED, event_class INFORMATION; CHR-0365: DESIGN_DOCUMENT, INFORMATION, PLANNED, notes; правила build_chron.py: «PLANNED» в event_subtype_note ⇒ planned_or_actual = PLANNED; planned_or_actual = PLANNED ⇒ event_class INFORMATION (11 строк: CHR-0142, 0190.2, 0224.2, 0304, 0306, 0307, 0318, 0343, 0345, 0346, 0368; пометка в event_class_note); review_fixes.csv: RF-001…002, RF-006, RF-008","self_check.py: SELF-CHECK OK (строк с PLANNED в event_subtype_note и ACTUAL = 0; строк PLANNED с классом PHYSICAL = 0); текстовый слой SRC-014 p.82, p.102; SRC-024 p.113; FIX_DIFF.md (0 ячеек без основания)","Типа PLAN в EventType нет — для CHR-0364/0365 использован DESIGN_DOCUMENT; у CHR-0343 и других плановых строк сохранён тип запланированного действия, класс — INFORMATION (Event схемы не имеет признака plan/fact, поэтому плановая строка не должна загружаться как физическое событие). Тест в tests/world — координатор."
TRANSFER-023,FIXED,"Каталоги MINING: все 45 записей SKRU1_SKRU2 перекодированы в D-17 области (common.py SCOPE_RECODE, rscope; сборка останавливается на неперекодированной); CHR-0381, CHR-0089 → SOLIKAMSK_GROUP; SL:1, SL:7, SL:10 → SKRU1_SKRU2_PILLAR с пометкой «данные — целик и сторона СКРУ-2; сторона СКРУ-1 без данных»; линии и кампания SRC-002 → SKRU1_OR_SKRU2_UNATTRIBUTED (SL:SRC002:1, CHR-0255); relevance-классы SKRU1_SKRU2_PILLAR_AREA / SKRU1_OR_SKRU2_UNATTRIBUTED / SOLIKAMSK_GROUP_POOLED",self_check.py: SELF-CHECK OK (0 ячеек SKRU1_SKRU2; области ∈ Scope PUBLIC-схемы); FIX_DIFF.md (0 ячеек без основания),"Изменение схемы и check_site_use (SKRU1_SCOPES, тест «UNATTRIBUTED → SKRU1 без Transfer = ошибка») — координатор (значения Scope D-17 уже есть в PUBLIC-схеме). MON-0003…0006, MON-0053, CMP-012, CMP-003/004, MON-0014/0027/0028/0033/0036/0040, MR-MECH-0782/0783 — потоки MONITORING_LIFECYCLE и MECH_RHEO."
PRIMARY_SECONDARY-005,FIXED,"backfill_event_catalog.csv BF-0133: status FACT → DERIVATION, confidence MEDIUM → LOW, skru1_relevance → «SKRU1_SECONDARY (переоцифровка ВКР; атрибуция к СКРУ-1 не проверена)», notes (первоисточник [32] Барях и др., ГИАБ 2011 №9; для kо — [32] Рис.24б vs [35] Рис.40а/табл.4.1; DATA_REQUEST); review_fixes.csv: RF-055…058","Текст SRC-023 (список литературы [32], [35]; подписи Рис.24, табл.4.1); FIX_DIFF.md (0 ячеек без основания)","Строка конфликта атрибуции kо и DATA_REQUEST — поток HYDRO_THERMAL_GEOPHYS (или MONITORING, по выбору координатора); HYD-119/HYD-154 — HYDRO_THERMAL_GEOPHYS; CG-00205 — CITATIONS."
PRIMARY_SECONDARY-006,FIXED,"spatial_hierarchy.csv: новый узел GEO:SKRU1_FAULTS_DB34 (разломы по БД [34] Трапезников, Галинова 2024, DOI 10.7242/echo.2024.1.5; node_basis CITED_SECONDARY; confidence LOW; vn EV-VN-S023-0306); GEO:SKRU1_ANOMALY_ZONES — только аномальные зоны ГИС, EV-VN-S023-0306 из узла убрана, notes (build_spatial.py)",self_check.py: SELF-CHECK OK; FIX_DIFF.md (0 ячеек без основания),"GEO-0833 (skru1_relevance, confidence, notes) — поток GEOLOGY_COORDS."
PRIMARY_SECONDARY-010,FIXED,"mining_chronology_catalog.csv CHR-0316: mine_attribution_scope → «UNRESOLVED: заголовок слайда — СКРУ-1/СКРУ-2 (Соликамск), подписи рисунков — Березники (SRC-002 p.12)», notes DISCOVERY_ONLY; CHR-0255 notes DISCOVERY_ONLY; SL:SRC002:1 notes (слайды — discovery-only); review_fixes.csv: RF-044…045, RF-064",Рендер SRC-002 p.12; SOURCE_REGISTER (VKM-SRC-002: discovery-only); FIX_DIFF.md (0 ячеек без основания),"Столбец scope у CHR-0316 оставлен OTHER_VKM_SITE (подписи рисунков — Березники); неопределённость записана в mine_attribution_scope. MON-* (usable_for_skru1 = DISCOVERY_ONLY, confidence), CDE-0083/0084, строка monitoring_conflicts — потоки MONITORING_LIFECYCLE и GEOLOGY_COORDS; PROJECT_STATE_RU.md §3 п.6 — координатор."
PRIMARY_SECONDARY-011,FIXED,"mining_geometry_catalog.csv: 29 строк SRC-014 по СКРУ-1 вне гл. 8 (pdf p. < 199) — notes «описание по Методическому руководству ОАО «Сильвинит» (Новосибирск: Наука, 2011; по предисловию SRC-014, с.7) — вторично; available_from для фактов СКРУ-1 не ранее 2011 г.» (build_geom.py secondary_014)",FIX_DIFF.md (0 ячеек без основания); предисловие SRC-014 p.7 (текстовый слой),"Реестр математических моделей, mechanics/rheology каталоги (MM-*, MR-MECH-*, MR-RHEO-*) — потоки FORMULAS и MECH_RHEO."
CHRONOLOGY-001,FIXED,"backfill_event_catalog.csv BF-0090: period_mining_as_printed «1939 – 1942», period_backfill_as_printed «1943 – 1944», design_actual_label UNRESOLVED, label_basis, spatial_entity_ids пуст, target_as_printed, event_ids CHR-0037;CHR-0037.2; mining_chronology_catalog.csv CHR-0037: spatial_entity_ids пуст, object, planned_or_actual «UNRESOLVED (строка-пример Рис.19)», notes; новая часть CHR-0037.2 (BACKFILL_PERIOD 1943–1944, та же оговорка) (build_chron.py SPLITS, build_backfill.py); MINING_ENGINEERING_EVIDENCE_RU.md п.3, §3.6, §3.7",Рендер SRC-023 p.44 (Рис.19); self_check.py: SELF-CHECK OK; FIX_DIFF.md (0 ячеек без основания),"Отступление: evidence_type CHR-0037 оставлен DESCRIPTIVE (метка UNRESOLVED), а не TEACHING_EXAMPLE: это реальная строка таблицы ГИС предприятия, показанная как пример преобразования столбцов, а не условие учебной задачи. Формулировки в MINE_LIFECYCLE_AND_INFORMATION_FLOW_RU.md и DC16 («закладка 1943–2017») — координатор."
CHRONOLOGY-002,FIXED,"build_backfill.py: period_backfill_as_printed заполняется только из событий BACKFILL_* (или с пометкой BACKFILL_END), EXTRACTION_* → period_mining_as_printed, прочие типы → other_parameters_as_printed с префиксом «<тип>: <дата> — »; BF-0092 (DEVELOPMENT 1970–1980), BF-0098 (GEOPHYSICAL_SURVEY 2017), BF-0102 (DEVELOPMENT, дата не указана), BF-0094 (1990 — год утверждения, теперь пусто), BF-0101 («окончание: <=2023» в обоих периодах), BF-0090; BF-0093 удалена (дубль BF-0060)",self_check.py: SELF-CHECK OK (строк backfill_chronology с периодом закладки из события не-BACKFILL типа = 0); FIX_DIFF.md (0 ячеек без основания),Тест в tests/world («период закладки не берётся из событий не-BACKFILL типов») — координатор; в self_check.py потока проверка уже есть. Заметки CHR-0115 и строки BF-0093 — см. TRANSFER-016.
CHRONOLOGY-003,FIXED,"mining_chronology_catalog.csv CHR-0364: planned_or_actual PLANNED; event_type_vkm DESIGN_DOCUMENT (INFORMATION); notes: состояние проекта на 2013 г. (SRC-014 p.82), начало выемки 1 СЗП — UNKNOWN, зоны 1 СЗП блок 6 на ГИС-срезе 01.10.2022 (SRC-023 Рис.15) без дат — DATA_REQUEST «Дата отработки»; spatial_entity_ids SKRU1:PAN13:1SZP сохранён; review_fixes.csv: RF-001, RF-003…006",Текстовый слой SRC-014 p.82; рендер SRC-023 p.42 (Рис.15); FIX_DIFF.md (0 ячеек без основания),Из двух вариантов находки выбран DESIGN_DOCUMENT (как и в TRANSFER-017).
CHRONOLOGY-004,FIXED,"mining_chronology_catalog.csv CHR-0166 разбита: CHR-0166 — EXTRACTION_PERIOD пищевой соли (СКРУ-1, СКРУ-3, БКПРУ-4), date_start_as_printed пуст, ISO 1992-12-30 с NOT_EARLIER_THAN;DERIVATION, конец UNKNOWN; CHR-0166.2 — NORMATIVE_IN_FORCE (INFORMATION), постановление Правительства РФ №1035 от 30.12.1992 (day); CHR-0166.3 — эпизод ВОВ на БКПРУ-1 (1941–1945, DERIVATION) (build_chron.py SPLITS)",Рендер SRC-011 p.147 (печ.293); self_check.py: SELF-CHECK OK; FIX_DIFF.md (0 ячеек без основания),
CHRONOLOGY-005,FIXED,"mining_chronology_catalog.csv, 12 строк «/y» (CHR-0049, 0051, 0056, 0058, 0061, 0069, 0079, 0080, 0090, 0146, 0237, 0356): EXPLORATION_DRILLING/PHYSICAL → OTHER/INFORMATION; event — год при названии детально разведанного участка в основном тексте, смысл не пояснён; locators — печ. с.292/293, текст; scope → VKM_REGIONAL; notes CHR-0051 (СКРУ-1 введён в 1930 г.) и CHR-0056 (БКПРУ-1 — в 1944 г.) (build_chron.py)","Рендер SRC-011 p.147: годы есть в тексте (печ. 292–293), в легенде карты годов нет; FIX_DIFF.md (0 ячеек без основания)","Области участков изменены на VKM_REGIONAL: участок детальной разведки — район, а не рудник (ATTRIBUTION-006 г)."
CHRONOLOGY-006,FIXED,"mining_chronology_catalog.csv: CHR-0119 → 0119 (БКПРУ-3, 1986) + 0119.2 (БКПРУ-1, 2006); CHR-0124 → 0124 + 0124.2; CHR-0276 → 2014 + 0276.2 (2018); CHR-0290 → 2016 + 0290.2 (2017); CHR-0217 → 2006 + 0217.2 (2014), CC-01 сохранён; строки Рис.17 с несколькими интервалами разбиты по интервалам: CHR-0050/.2, 0139/.2, 0169/.2, 0175/.2, 0183/.2, 0184/.2, 0187/.2; части «2[...]»: ISO 2000, precision unknown, NOT_EARLIER_THAN, конец UNKNOWN; правило build_chron.py — без огибающей в date_end_iso; backfill event_ids обновлены (BF-0077, 0081, 0082, 0086, 0087, 0088)",Визуальная перепроверка VR-01 (SRC-023 Рис.17); self_check.py: SELF-CHECK OK; FIX_DIFF.md (0 ячеек без основания),
CHRONOLOGY-007,FIXED,"mining_chronology_catalog.csv: правило года издания в build_chron.py (голый год = год издания, не в цитате ⇒ date_start_as_printed пуст, NOT_LATER_THAN;DERIVATION(publication_year)) — CHR-0190, 0191, 0197, 0266, 0308 (конец); STATE_SNAPSHOT — CHR-0191, 0197, 0266, 0308, 0153; CHR-0153 — NOT_LATER_THAN;DERIVATION(год утверждения руководства, 12.12.1990); CHR-0190 разбита: факт замены ПК-8МА на Урал-61 (NOT_LATER_THAN 1998, CC-19) + CHR-0190.2 PLANNED (Урал-50, Урал-60); CHR-0082: as_printed пуст, NOT_EARLIER_THAN;DERIVATION; chronology_conflicts.csv CC-19 (новая); review_fixes.csv: RF-028…029","Текстовые слои SRC-020 p.129, SRC-028 pp.6–7; FIX_DIFF.md (0 ячеек без основания)",
CHRONOLOGY-008,FIXED,"mining_chronology_catalog.csv: CHR-0076 — «1970–1980-х гг.», decade/decade, 1970–1980, DECADE (build_chron.py DATE_FIX); CHR-0074 — «начало 1970-х», decade, DECADE_EARLY;NOT_LATER_THAN, notes (available_from консервативно 1975); CHR-0001 — «начало XV в.», ISO пуст, unknown, конец «около 1430», CENTURY_EARLY (XV в.);end:APPROXIMATE; CHR-0015 разбита: «лето 1925» (year, SEASON_SUMMER) + CHR-0015.2 (3 сентября 1925 г., day) + CHR-0015.3 (ночь с 5 на 6 октября 1925 г., day); backfill BF-0091 период по CHR-0076; review_fixes.csv: RF-030…038","self_check.py: SELF-CHECK OK (точности ∈ DATE_PRECISIONS схемы); тексты SRC-014 p.111 (§3.7), SRC-011 p.21 (печ.40–41), pp.145–146 (печ.288–291); FIX_DIFF.md (0 ячеек без основания)","Точности «century» в схеме нет (DATE_PRECISIONS: day, month, year, decade, unknown) — для CHR-0001 использованы unknown и квалификатор CENTURY_EARLY."
CHRONOLOGY-009,FIXED,"mining_chronology_catalog.csv CHR-0343: planned_or_actual PLANNED, date_qualifier PLANNED, event_class INFORMATION; CHR-0365: PLANNED, DESIGN_DOCUMENT, INFORMATION, notes «проектное решение; факт сооружения не датирован» (build_chron.py OVR); правила build_chron.py: «PLANNED» в event_subtype_note ⇒ PLANNED; PLANNED ⇒ event_class INFORMATION (см. TRANSFER-017); review_fixes.csv: RF-007…008",self_check.py: SELF-CHECK OK (PLANNED в заметке и ACTUAL = 0; PLANNED с классом PHYSICAL = 0); FIX_DIFF.md (0 ячеек без основания),"Проверка реализована по пометке PLANNED в event_subtype_note (self_check.py), а не по словам цитаты: строки DESIGN_VALUE+ACTUAL просмотрены вручную — это датированные факты выемки (CHR-0144, CHR-0387…0401), не планы."
CHRONOLOGY-010,FIXED,chronology_conflicts.csv CC-18: vn_ids_b = EV-VN-S014-0905;EV-VN-S037-0455 (EV-VN-S037-0765 убрана); source_ids + VKM-SRC-014; locators — SRC-014 pdf p.140 (printed 140) §5.2; SRC-037 pdf p.66 (printed 130) §3.18; value_b p139 → p140 (build_chron.py),"Текстовые слои SRC-014 p.140, SRC-037 p.66; FIX_DIFF.md (0 ячеек без основания)",
CHRONOLOGY-013,FIXED,"spatial_hierarchy.csv: 6 новых узлов SKRU1:ZONE:18P-207:AB, 18P-207:KR2, 46P-106:AB, 46P-106:KR2, 57P-101:R13 (H=195), 57P-101:R14 (H=220); перепривязаны CHR-0044, 0045, 0052, 0054, 0100, 0101, 0250, 0258, 0050/.2, 0140, 0141, 0169/.2; BF-0079, 0080, 0082, 0083, 0085, 0089; MGEO-0200, 0201, 0206, 0207, 0211, 0212; новый столбец seam_basis (chronology, backfill) — DERIVATION: порядок строк Рис.16↔Рис.17 / NOT_SHOWN для 57П; MINING_ENGINEERING_EVIDENCE_RU.md: «14 зон» → «14 строк таблицы ГИС (11 пар блок–зона…)» (п.3, §3.6, §3.7)",Визуальные перепроверки VR-01/VR-02 (SRC-023 Рис.17/Рис.16); self_check.py: SELF-CHECK OK (hierarchy_errors = 0; все ссылки на узлы разрешаются); FIX_DIFF.md (0 ячеек без основания),"Отступление: parent новых узлов — блок, а зона указана в also_within: схема не допускает SITE под SITE. Формулировки в PROJECT_STATE_RU.md п.7 и handoff — координатор."
