finding_id,outcome,files_and_rows_changed,how_verified,notes
ATTRIBUTION-006,FIXED,"coordinate_datum_evidence.csv CDE-0061, CDE-0392, CDE-0393, CDE-0395: SKRU1_SKRU2→SOLIKAMSK_GROUP (выборка СКРУ-1…3); процесс: все 60 строк SKRU1_SKRU2 потока перекодированы по источнику (record_recode.csv), сборка падает на SKRU1_SKRU2","SRC-025 pp.125–129 (записи: «шахтные поля рудников ОАО «Сильвинит» (СКРУ-1, СКРУ-2, СКРУ-3)»); validate_catalogues.py: 0 ячеек SKRU1_SKRU2 в scope","GEO-0178/0179/0238/0357/0358/0531 из находки — строки mining_geometry (поток MINING), см. DOCS_LEAKAGE-019; MON-*, MR-MECH-*, BHG-*, SE:*, CHR-*, HYD-*, SGP-* — другие потоки."
ATTRIBUTION-008,FIXED,"geology_evidence.csv GEO-0703 разделена: GEO-0703 Рудничный купол (SKRU1), GEO-0703-B Поповский купол (SKRU2), GEO-0703-C Тверитинская мульда (SKRU3), статус DERIVATION; GEO-0702 и coordinate_datum_evidence.csv CDE-0240: SKRU1→SOLIKAMSK_GROUP","SRC-014 p.18 (легенда 9 — один контур трёх полей); SRC-011 p.22 (Рудничный — поле СКРУ-1, Поповский — СКРУ-2, Тверитинская мульда — поле СКРУ-3)","Для общего контура трёх полей взята метка D-17 SOLIKAMSK_GROUP (точнее, чем предложенная VKM_REGIONAL)."
ATTRIBUTION-009,FIXED,"geology_evidence.csv: GEO-0234→VKM_REGIONAL (+ GEO-0234-B Рудничный купол SKRU1; spatial_level geological_element); GEO-0711, 0669, 0286, 0291, 0293, 0672, 0673, 0679 → VKM_REGIONAL (GEO-0711 level exploration_area); GEO-0858/0859 → SOLIKAMSK_GROUP; GEO-0931…0934 → SKRU1; SKRU1_SKRU2_PILLAR оставлен только у GEO-0282, 0288, 0675, 0676, 0677, 0680, 0687, 0689, 0690, 0691 (+0688)",по name/location/description/quote каждой строки; skru1_relevance SKRU1_SKRU2_PILLAR_AREA теперь только у 11 строк целика,"GEO-0858/0859 (районирование по полям СКРУ-1…3) — SOLIKAMSK_GROUP вместо предложенного VKM_REGIONAL (D-17). GEO-0678 (коллизия номеров разлом/скважина, рис. 1.1) — SOLIKAMSK_GROUP."
ATTRIBUTION-013,FIXED,"stratigraphic_thickness_observations.csv STO-0626: scope SKRU1→VKM_REGIONAL, transferability→REGIONAL_PRIOR (не значение СКРУ-1)",SRC-023 p.34 (текстовый слой) «Продуктивная толща имеет среднюю мощность порядка 72 м» без ссылки; SRC-040 p.12 «Калийная залежь (P1br3) средней мощностью около 72 м»; CF-STR-022,GEO-0191 (mining_geometry) — поток MINING. Заодно в колонке единиц KZ больше нет «SKRU-1-специфичной» строки.
TRANSFER-008,FIXED,"как DOCS_LEAKAGE-010 (правило D-02) + STO-0234 (EV-VN-S014-1121 evidence_type DESIGN_VALUE→TEACHING_EXAMPLE, notes о порядке выемки исправлены), STO-0461, STO-0595 → ANALOGUE/GENERAL_METHOD; skru1_relevance учебных строк геокаталога → NOT_A_SITE_VALUE","SRC-014 pp.178–182 (текстовый слой: «Рассмотрим примеры…», «Пример 1… Исходные данные… mАБ = 2,70 м»); SRC-012 p.34 («Порядок ведения очистных работ, в большинстве случаев, восходящий», СКРУ-2)","CHR-0367, GEO-0118/0119 (mining_geometry) и проверка в verify_canonical_repository.py — MINING/координатор."
TRANSFER-009,FIXED,"coordinate_datum_evidence.csv CDE-0335, CDE-0337, CDE-0338, CDE-0339: FACT→INTERPOLATION (record_recode.csv); CDE-0085 review_note — изолинии скоростей = интерполяция PS","поля строк (изолинии/растр «ОСЕДАНИЯ_2022», как CDE-0328/0349 = INTERPOLATION)",MON-* — поток MONITORING_LIFECYCLE.
TRANSFER-013,FIXED,"stratigraphic_thickness_observations.csv STO-0234: ANALOGUE / TEACHING_EXAMPLE / GENERAL_METHOD / observation_type TEACHING_EXAMPLE / transferability TEACHING_EXAMPLE; STO-0601: FACT→INTERPOLATION, DESCRIPTIVE→INTERPRETATION, HIGH→MEDIUM",SRC-014 pp.178–182 (текстовый слой); STO-0566…0570 (легенды тех же карт) — INTERPOLATION,
TRANSFER-015,FIXED,"geology_evidence.csv GEO-0815: scope→VKM_REGIONAL, skru1_relevance→REGIONAL_WITH_SKRU1_MENTION, status FACT сохранён, review_note «вторичный источник без ссылки; не значение СКРУ-1»",SRC-023 p.35 (текстовый слой); HYD-029,Совместно с ATTRIBUTION-004.
TRANSFER-019,FIXED,"stratigraphic_thickness_observations.csv STO-0599: status FACT→DERIVATION, evidence_type MODEL_OUTPUT→CALCULATED_BY_AUTHOR, observation_type→MODEL_OUTPUT_NOT_THICKNESS, unit_as_printed исправлен, 17 убрано из thickness_mean_m; STO-0580: 13,5 → thickness_min_m (правило сборщика: «минимальн…» → min, «максим…» → max)",запись EV-VN-S016-0074 («областью неразрушенной породы толщиной 17 м»); правило min/max изменило только STO-0580 (FIX_DIFF.md),"Строка STO-0599 оставлена (id стабильны); в колонке единиц помечена «[модельный результат, не мощность]»."
TRANSFER-020,FIXED,"GEOLOGY_EVIDENCE_RU.md §3.2: пункт о «типовой схеме» переписан как учебный пример (TEACHING_EXAMPLE, D-02)","SRC-014 pp.178, 180, 182 (текстовый слой)",Та же правка в копии docs/science — при переиздании PUBLIC (координатор).
TRANSFER-022,FIXED,"geology_evidence.csv GEO-0687, GEO-0689: FACT→DERIVATION (model output), scope → SKRU1_SKRU2_PILLAR; GEO-0689 review_note — оговорка с.113 (ослабление у провала 1995 г. не учтено)","поля строк (notes «Model conclusion, not observation»); HYD-050 = DERIVATION",MR-IDC-* — поток MECH_RHEO.
TRANSFER-030,FIXED,"stratigraphic_units.csv: skru1_specific_rows пересчитан (только SKRU1 FACT/DERIVATION, без GRID_LEGEND_RANGE/CONFLICT_PAIR/SEQUENCE/TEACHING/MODEL_OUTPUT); новые колонки skru1_interpolated_rows, skru1_picks (из BOREHOLES/borehole_picks.csv, scope SKRU1); skru1_specific_note переписан (PCT: 0 наблюдений, «только интерполяция: STO-0610; отбивки SKRU1: 2»)",validate_catalogues.py пересчитывает skru1_specific_rows из таблицы наблюдений — совпадает для 172 единиц; units_inputs_receipt.json — sha256 входного файла отбивок,"skru1_picks зависит от каталога BOREHOLES (прочитана итоговая рабочая копия потока, sha256 e01fa668…): после переиздания BOREHOLES пересобрать build_units.py + apply + validate."
PRIMARY_SECONDARY-004,FIXED,"coordinate_datum_evidence.csv CDE-0330: FACT→DERIVATION; review_note — первоисточник [33] (Злобина, Шулаков 2023, DOI 10.30686/1609-9192-2023-S1-76-82), прогнозная карта, единицы Дж/100 м²","EXTWEB-SKRU1_SPECIFIC-001 (external_sources/findings: F-SKRU1-007 «прогнозная карта Es_max», FV-SKRU1-001 — Дж/100 м²)","MON-0365, CMP-026, OO-16, PC-53 — другие потоки."
PRIMARY_SECONDARY-006,FIXED,"geology_evidence.csv GEO-0833: confidence MEDIUM→LOW, review_note — вторичная переоцифровка, первоисточник [34] Трапезников–Галинова 2024 (EXTWEB-BOREHOLES_GEOLOGY-001)","external_sources.csv EXTWEB-BOREHOLES_GEOLOGY-001 (FULL_TEXT_READ, shp WGS84, 355 разломов)","skru1_relevance оставлен SITE_SPECIFIC_SKRU1 (управляемый словарь), вторичность записана в review_note и confidence. GEO:SKRU1_ANOMALY_ZONES — поток MINING."
PRIMARY_SECONDARY-010,FIXED,"coordinate_datum_evidence.csv: все строки VKM-SRC-002 (CDE-0001, 0080…0086 и др.) — review_note DISCOVERY_ONLY (правило build_coords.py); CDE-0085 confidence HIGH→MEDIUM + изолинии = интерполяция; CDE-0083/0084 — атрибуция UNRESOLVED (заголовок слайда 12 — СКРУ-1/СКРУ-2 Соликамск, подписи — Березники)",рендер SRC-002 p.12 (80 dpi): заголовок и подписи «Рисунок 32/33 … Березников»; текстовый слой p.12,"Scope CDE-0083/0084 оставлен по подписи рисунка (OTHER_VKM_SITE), противоречие записано. MON-*, CHR-0316, PROJECT_STATE — другие потоки/DOCS."
PRIMARY_SECONDARY-014,FIXED,"stratigraphic_thickness_observations.csv: новые колонки lineage_group_id, secondary_copy_of, lineage_basis (46 групп, 110 строк; secondary_copy_of у 48 строк по документированным зависимостям); 13 строк SRC-014 (STO-0180, 0182, 0183, 0185, 0187, 0197, 0203, 0209, 0210, 0212, 0220, 0571, 0572) DESCRIPTIVE→LITERATURE_CITED; STO-0032 получил числа ГАТ 145–325, ср. 230 [106] (якорь LG-011)","группировка (unit_id, min, max, mean) с нормализацией чисел даёт те же 46 групп/109 строк, что у ревьюера (+STO-0032); validate_catalogues.py проверяет ссылки secondary_copy_of и одного якоря на группу",Правило «одна строка на lineage_group_id при подсчёте n» записано в GEOLOGY_EVIDENCE_RU.md; внести в docs/worldspec и handoff — координатор.
PRIMARY_SECONDARY-023,FIXED,"geology_evidence.csv GEO-0306 ([6] Андрейчук 1996), GEO-0544 ([124] Копнин 1964), GEO-0583 ([59] Голубев 1969): FIELD_OBSERVATION→LITERATURE_CITED, review_note с расшифровкой ссылки; тот же vn в coordinate_datum_evidence.csv CDE-0148","список литературы SRC-011 (all.txt, записи 6, 59, 124); quote строк","Значения CITED_SECONDARY в схеме нет — вторичность записана в review_note, evidence_basis не менялся. HYD-105, MR-IDC-*, GPR-094 — другие потоки."
COORDINATOR:PYTHONHASHSEED,FIXED,scripts/build_coords.py: ключевые слова sorted() и « | »; coordinate_datum_evidence.csv CDE-0079 category → ABSOLUTE_ELEVATION;REFERENCE_POINT_DATUM,"PYTHONHASHSEED 0, 1, 2 и случайный: md5 выхода совпадает; полная сборка на месте = песочница seed 0 (байт в байт)",Прежняя категория HEIGHT_SYSTEM была артефактом стыка «absolute height» + «datum».
GLOBAL:SCOPE_D17,FIXED,"60 строк: geology 26, coords 25, STO 9 (record_recode.csv); stratigraphic_units.scopes_of_evidence пересобран",validate_catalogues.py: 0 ячеек SKRU1_SKRU2 в колонках scope,"Итог: SKRU1_SKRU2_PILLAR — 13 строк (geology 11, coords 2), SOLIKAMSK_GROUP — 36 (geology 4, coords 23, STO 9)."
GLOBAL:STATUS_VOCAB,FIXED,см. DOCS_LEAKAGE-011,validate_catalogues.py,
GLOBAL:D02_TEACHING,FIXED,см. DOCS_LEAKAGE-010/TRANSFER-008 (20 учебных строк в трёх каталогах),validate_catalogues.py,"UNKNOWN-строки учебных примеров (CDE-0036) оставлены UNKNOWN («UNKNOWN stays UNKNOWN»), scope GENERAL_METHOD."
GLOBAL:D01_CALIBRATED,FIXED,coordinate_datum_evidence.csv CDE-0438 FACT→DERIVATION; geology_evidence.csv GEO-0579 MODEL_CHOICE→DERIVATION; scale CALIBRATED_EFFECTIVE_MODEL,validate_catalogues.py,
GLOBAL:SCALE,FIXED,"новая колонка scale в трёх каталогах строк (из записи); параметрам материала без масштаба присвоен масштаб: GEO-0535 LAB, GEO-0714 FIELD, GEO-0815 MASSIF (record_recode.csv)",validate_catalogues.py: параметры материала (по имени переменной записи) — только LAB/MASSIF/FIELD/DESIGN/CALIBRATED_EFFECTIVE_MODEL,Масштаб GEO-0535 (пористость) в источнике не назван — принят LAB как значение по образцам (записано в review_note).
GLOBAL:NOT_OBSERVATIONS,FIXED,"сверх находок: GEO-0263/CDE-0141 (разрез между скважинами, notes самой строки) FACT→INTERPOLATION; GEO-0681 (прогноз новых провалов) FACT→DERIVATION; структурные поверхности новых строк — INTERPOLATION",просмотр строк FACT с «изолин/интерпол/модел/прогноз/РАСЧЁТН»,Карты InSAR с PS-точками и изолиниями (CDE-0083/0084/0094/0106/0212) оставлены FACT/MEASURED как измерения; изолинии CDE-0085 помечены. Столбца planned/actual в каталогах потока нет — правило «план ≠ факт» неприменимо.
COORDINATOR-POSTMERGE-03,FIXED,scripts/build_coords.py → coordinate_datum_evidence.csv CDE-0455.key_finding_ru; COORDINATE_DATUM_AUDIT_RU.md §1 p.3 and the inventory list,rebuild in the working copy by the ORDERS of receipts/tools/rerun_streams.py: exactly this cell differs from canonical; 63 SRC-012 borehole records with coords → 38 printed numbers (all_records.jsonl) → 31 catalogue boreholes with numeric xy (borehole_catalog.csv),"found while drafting the Phase-1 final report: «63 скважины» counted records, not boreholes"
