finding_id,outcome,files_and_rows_changed,how_verified,notes
PRIMARY_SECONDARY-001,FIXED,"mechanics_evidence_catalog.csv: MR-MECH-0964…0967, 1620, 0853…0857 original_or_cited «CITED: … [20] Указания … ВНИИГ, 1985 (not in corpus)» with the table link, notes «primary normative = Указания 1985 [20]; VKM-SRC-037 is a secondary reproduction»; 0853–0856 edition phrase replaced (builder rule)","VKM-SRC-037 p.13 (Табл. 1.5 with [20]), p.166 (K1, K2, K5 by [20]), p.230 (reference [20])",evidence_type NORMATIVE kept.
PRIMARY_SECONDARY-002,FIXED,"mechanics_evidence_catalog.csv: MR-MECH-0086/0087/0547 original_or_cited «CITED: литературная сводка §2.3 […]», site_as_printed, locator; mech_rheo_conflicts.csv: MR-CONF-032 values_as_printed; MECHANICS_RHEOLOGY_EVIDENCE_RU.md §3 п.3","VKM-SRC-025 pp.30–31 (§2.3, literature compilation for salt rocks of several basins)",PCF-04 belongs to PHYSICS_CAUSAL.
PRIMARY_SECONDARY-008,FIXED,"mechanics_evidence_catalog.csv: MR-MECH-0528 variable effective_initial_modulus_model, original_or_cited «CITED: [94] = VKM-SRC-025; value not found there (LIN-04, ATTRIBUTION_UNVERIFIED)», site_scope UNSTATED, notes corrected; MR-MECH-0549 original_or_cited (ν = 0,3 is the lower bound of the §2.3 compilation)","VKM-SRC-029 reference [94] = Барях, Асанов, Паньков 2008 = VKM-SRC-025; VKM-SRC-025 checked: E in compression 1,0–38,0 ГПа, Dу 2,54 ГПа (Табл. 4.2), E in tension 2,5–4,5 ГПа",MM-STR-009 and LIN-04 belong to FORMULAS / CITATIONS.
PRIMARY_SECONDARY-009,FIXED,"rheology_evidence_catalog.csv: MR-RHEO-CL-18…CL-21 original_or_cited «CITED (form of the law: … [12]/[14]); calibration (tables 1–8 of VKM-SRC-036) — ORIGINAL», for Perić the probable citation error [8] noted","VKM-SRC-036 references [8], [12], [14]","MM-CREEP, MM-NUM and MM-CONTACT rows belong to FORMULAS."
PRIMARY_SECONDARY-011,FIXED,"mechanics_evidence_catalog.csv: 10 VKM-SRC-014 rows of pp.170–197 with NORMATIVE / LITERATURE_CITED (MR-MECH-1621…1627, 1670…1672) original_or_cited «CITED: Методическое руководство … ОАО «Сильвинит» … 2011 …» (builder rule); rheology_evidence_catalog.csv: N15, N23, N24, CL-03, CL-04 original_or_cited; MECHANICS_RHEOLOGY_EVIDENCE_RU.md §5.1",VKM-SRC-014 p.7 (preface: ch.1–7 follow the 2011 methodical guide; ch.8 original),MM-* and mining-geometry rows belong to FORMULAS / MINING.
PRIMARY_SECONDARY-012,FIXED,"mechanics_evidence_catalog.csv: 22 VKM-SRC-012 rows original_or_cited «CITED: [8] = VKM-SRC-025 (… exact bibliographic match) — secondary copy», confidence HIGH → MEDIUM, duplicate_of → the VKM-SRC-025 row (0194, 0624, 0974, 1001, 0933, 0935, 0937) or MR-RHEO-N04, notes (LIN-02 for 0875–0877)","VKM-SRC-012 bibliography [8] = Барях, Асанов, Паньков, ПГТУ 2008, 199 с. = VKM-SRC-025; validator: duplicate_of resolves",CG-00019 belongs to CITATIONS.
PRIMARY_SECONDARY-013,FIXED,"mechanics_evidence_catalog.csv: MR-MECH-0590…0593 (see TRANSFER-027: CITED [69] 2022, scale LAB, duplicate_of 0853…0856, notes: values identical to Табл. 1.5 [20] / 8.25; 1 тс/м² = 0,01 МПа as used by the source, 0,0098 as the alternative — MODEL_CHOICE); 0853…0856 notes: edition echo instead of «coefficients may differ between editions»","VKM-SRC-012 p.26 and bibliography; VKM-SRC-037 pp.15, 167",LIN-25 in repeated_secondary_citations.csv belongs to CITATIONS.
PRIMARY_SECONDARY-015,FIXED,"mechanics_evidence_catalog.csv: MR-MECH-0828…0842 (15 rows of Табл. 1.3) evidence_type → LITERATURE_CITED, original_or_cited (compiled, corrected to standard conditions; «* данные Г. И. Ширко» → primary UNKNOWN, DATA_REQUEST), confidence MEDIUM; SKRU1 rows: transfer «SITE_SPECIFIC_SKRU1 (secondary compilation; correction to standard conditions not disclosed); LAB→MASSIF transfer required», status_if_used DERIVATION (builder rule); MECHANICS_RHEOLOGY_EVIDENCE_RU.md §3 п.2","VKM-SRC-037 p.13 (printed 25: values corrected to standard specimen and test conditions), p.14 Табл. 1.3 (render), reference list p.230 (22 items, no Ширко)",status FACT kept as «value reported by the source».
PRIMARY_SECONDARY-016,FIXED,"mechanics_evidence_catalog.csv: MR-MECH-1333 (LITERATURE_CITED, CITED Титов, Шинкевич, рис. 1.11 curve 4), MR-MECH-1553 (LITERATURE_CITED, CITED Титов per VKM-SRC-025 pp.80–81), notes; interfaces_damage_catalog.csv: C row MR-IDC-0479 recomputed","VKM-SRC-037 p.12 (caption of рис. 1.11), VKM-SRC-025 pp.80–81",MM-LAB-005 belongs to FORMULAS.
PRIMARY_SECONDARY-017,FIXED,"mechanics_evidence_catalog.csv: MR-MECH-0605…0614, 1334 (11 rows) evidence_type LAB_TEST → LITERATURE_CITED, original_or_cited «CITED: [6] Казаковский 1970 — citation mismatch; probable primary [7] ТОМС-проект 2017 (not in corpus)», confidence MEDIUM (builder rule)","VKM-SRC-024 §1.6 and its reference list ([6], [7])",
PRIMARY_SECONDARY-019,FIXED,"rheology_evidence_catalog.csv: N17…N21 original_or_cited «CITED/GENERALISED: «Методика…» …»; mechanics_evidence_catalog.csv: 25 VKM-SRC-037 rows of pp.107–122 (incl. MR-MECH-1628…1630, 1708…1719) original_or_cited, MEASURED/LAB_TEST/FIELD_OBSERVATION → LITERATURE_CITED (builder rule); MECHANICS_RHEOLOGY_EVIDENCE_RU.md §5.1","VKM-SRC-037 §6.10 text and reference list (22 items; [3] = Вяткин 1983, topical mismatch; no [29])",MM-ROOF and CG rows belong to FORMULAS / CITATIONS.
PRIMARY_SECONDARY-022,FIXED,"mechanics_evidence_catalog.csv: 18 rows reconciled: explicit reference → CITED + LITERATURE_CITED (0013, 0086, 0087, 0547, 1627, 1631, 0584, 0828, 0831–0833); inputs adopted without a reference → DESIGN_VALUE with ENGINEERING_ASSUMPTION (0001, 0532, 0015–0017) or MODEL_CHOICE (0604, 1556), reason in notes; validator rules LITERATURE_CITED⇒CITED and CITED⇒not MEASURED/LAB_TEST/FIELD_OBSERVATION",violations 14 + 5 in the old release → 0 + 0 (validator),"Root cause: the v1 evidence map sends any external-article value (LITERATURE_PRIOR) to LITERATURE_CITED; kept in the builder, corrected per row and guarded by the validator."
PRIMARY_SECONDARY-023,FIXED,"interfaces_damage_catalog.csv: MR-IDC-0034 ([42] of VKM-SRC-011), 0080 ([124] of VKM-SRC-011), 0433 ([55] of VKM-SRC-040 = Жуков 2015, НИР) evidence_type FIELD_OBSERVATION → LITERATURE_CITED + notes (review_fixes.csv)",quotes of the three records end with the reference to the other work,"The entries [42] and [124] of VKM-SRC-011 are not resolved (the reference list is not numbered in the text layer). HYD-105, GPR-094, GEO-0306/0544/0583 belong to other streams."
TRANSFER-024 (catalogue part; finding owned by CODE),FIXED,"mechanics_evidence_catalog.csv: scale NOT_APPLICABLE 32 → 5 rows: 27 rows re-scaled per source in review_fixes.csv (DESIGN 23, CALIBRATED_EFFECTIVE_MODEL 3, LAB 1), incl. MR-MECH-0580 and 1616; rheology_evidence_catalog.csv: MR-RHEO-N12 → DESIGN","validator «material parameter needs a scale»: only geometry, method characteristics and a ratio keep NOT_APPLICABLE",Provenance.scale default and check_scale_use/check_site_use belong to the coordinator.
GLOBAL (model and statistical products are not FACT),FIXED,"mechanics_evidence_catalog.csv: CALCULATED_BY_AUTHOR+FACT → DERIVATION; regression coefficients MR-MECH-0782/0783, λγ MR-MECH-1210 and the Norton fit MR-MECH-1632…1635 → DERIVATION; interfaces_damage_catalog.csv: 19 record rows CALCULATED_BY_AUTHOR+FACT and MR-IDC-0127 (interpretation of FE output) → DERIVATION",validator: calculated value is not FACT; regression coefficients are not FACT; calibrated-scale value is FACT only when NORMATIVE,NORMATIVE coefficients at scale CALIBRATED_EFFECTIVE_MODEL (9 rows) keep FACT as the prescribed value.
